Label;Area;Major;Minor;Angle;Feret;Slice;FeretX;FeretY;FeretAngle;MinFeret;Scale_um;Scale_px
2022021805.jpg_converted.tif:0558-0937;152068;715.160953298;270.734846744;179.221266928;711.056959744;1;582;574;0.725224299;271.536178160;1000;230
2022021806.jpg_converted.tif:0664-0808;279216;966.290748757;367.910852070;1.180630803;954.410813015;1;331;652;178.318845486;376.919464981;1000;230
2022021807.jpg_converted.tif:0622-0809;288839;995.949959027;369.256741796;1.659881694;985.146689585;1;318;646;3.783125058;373.487278216;1000;230
2022021808.jpg_converted.tif:0564-0746;275559;935.451798526;375.062206584;0.452369008;935.692791465;1;279;591;2.204951558;380.519889462;1000;230
2022021809.jpg_converted.tif:0583-0801;245531;951.046811936;328.711241902;0.137499703;922.455961008;1;340;588;1.801550966;323.801154343;1000;230
2022021810.jpg_converted.tif:0599-0851;200700;817.763954939;312.485253336;0.247551151;813.710636529;1;445;604;2.394738021;316.993919223;1000;230
2022021811.jpg_converted.tif:0540-0853;280725;1016.392624119;351.665451632;1.909225612;1001.566772612;1;353;536;3.205215931;350.725259588;1000;230
2022021812.jpg_converted.tif:0567-0759;212770;871.685001820;310.785636288;0.905761982;860.955864142;1;330;601;3.862769374;313.967147341;1000;230
2022021813.jpg_converted.tif:0634-0783;263332;930.502596854;360.326469725;0.463629524;920.489000477;1;323;632;1.867678839;365.229670217;1000;230
2022021814.jpg_converted.tif:0625-0789;213235;877.074945455;309.550780955;177.555529008;856.799276377;1;361;607;177.524970723;306.550992625;1000;230
2022021815.jpg_converted.tif:0523-0652;163355;763.507113950;272.414024742;179.356544634;759.674272304;1;273;544;2.414202578;277.093516459;1000;230
2022021816.jpg_converted.tif:0571-0846;224677;902.436220077;316.994857728;0.739229021;884.183238927;1;404;587;1.166494948;315.247579321;1000;230
2022021817.jpg_converted.tif:0607-0782;208201;882.057330112;300.535733227;0.510599781;866.810821345;1;350;633;3.704152900;303.000000000;1000;230
2022021818.jpg_converted.tif:0604-0797;231853;858.083966913;344.027414039;1.692538921;858.797414994;1;368;615;2.469267128;351.866431810;1000;230
2022021819.jpg_converted.tif:0631-0801;235032;897.627242772;333.381188113;1.513497796;888.166651029;1;358;666;4.002885887;334.646504134;1000;230
2022021820.jpg_converted.tif:0539-0807;201375;880.905163444;291.062675032;1.044990615;856.402942545;1;380;567;3.280029904;287.904843200;1000;230
2022021821.jpg_converted.tif:0552-0843;240556;921.558077597;332.356060208;1.475877804;907.703145307;1;391;601;4.422911429;332.000000000;1000;230
2022021822.jpg_converted.tif:0604-0878;263535;959.900780102;349.560277872;2.624906678;945.141788305;1;407;647;4.673023716;353.258531409;1000;230
2022021823.jpg_converted.tif:0586-0804;197115;870.895777915;288.179847951;179.648796844;847.170584947;1;381;593;1.149819942;285.944297332;1000;230
2022021824.jpg_converted.tif:0581-0839;246230;921.785905705;340.111267877;1.174104472;910.123617977;1;384;593;179.055649596;344.705496740;1000;230
2022021825.jpg_converted.tif:0517-0795;243145;969.990049755;319.159798786;1.456023854;938.688979375;1;326;545;4.337847045;317.599804028;1000;230
2022021826.jpg_converted.tif:0570-0864;233635;917.370987416;324.267199546;179.875450839;912.561230822;1;408;579;2.009553813;324.000000000;1000;230
2022030401.tif_converted.tif:0557-0733;276441;982.352960773;358.298521042;1.149132879;979.816819615;1;244;591;2.339690649;362.291908748;1000;230
2022030402.tif_converted.tif:0560-0753;277475;1010.932009564;349.471714550;0.491800185;999.648438202;1;254;578;2.063819728;351.930792976;1000;230
2022030403.tif_converted.tif:0599-0788;254407;956.585853713;338.622039621;177.845071018;951.892851113;1;313;580;176.386119248;342.597235346;1000;230
2022030404.tif_converted.tif:0575-0859;221890;889.851907659;317.490045422;176.302199931;891.636697316;1;414;551;176.527883382;319.399418990;1000;230
2022030405.tif_converted.tif:0583-0780;190523;838.553397306;289.285594168;179.446043870;837.021505100;1;362;580;179.589284601;289.922302352;1000;230
2022030406.tif_converted.tif:0544-0637;181048;826.196207056;279.010568103;0.151182307;827.087057086;1;224;545;0.831319354;284.608323455;1000;230
2022030407.tif_converted.tif:0589-0624;208070;892.190702694;296.935342717;178.694371422;880.184071658;1;184;577;178.828204277;299.344479818;1000;230
2022030408.tif_converted.tif:0603-0710;213048;883.391269503;307.067941343;0.957817553;879.096126712;1;271;597;179.152683920;307.522993908;1000;230
2022030409.tif_converted.tif:0551-0730;197120;852.550943381;294.388248593;179.140983666;844.313330464;1;308;550;178.439008457;299.205481308;1000;230
2022030410.tif_converted.tif:0626-0567;197823;866.246841171;290.767082184;178.822347305;858.754912650;1;138;609;177.597390531;296.720200055;1000;230
2022030411.tif_converted.tif:0617-0672;203416;851.239467568;304.259030625;0.282209719;849.009422798;1;248;616;179.730057218;309.000000000;1000;230
2022030412.tif_converted.tif:0590-0705;199468;909.642922150;279.198066983;0.519765851;904.497650633;1;253;632;1.900711066;278.294183535;1000;230
2022030413.tif_converted.tif:0612-0545;183166;820.905113833;284.093972033;2.232108983;822.840203199;1;135;656;3.832602167;289.968118221;1000;230
2022030414.tif_converted.tif:0495-0641;207269;931.829494875;283.209630784;0.685695171;923.097502976;1;180;531;2.794214447;282.063696572;1000;230
2022030415.tif_converted.tif:0576-0800;162229;749.210404743;275.698758046;179.511706748;736.067931648;1;432;547;179.221572633;271.000000000;1000;230
2022030416.tif_converted.tif:0572-0811;140959;704.026075259;254.926030858;179.910880464;700.446286306;1;461;573;177.954591511;260.000000000;1000;230
2022030417.tif_converted.tif:0571-0870;143994;707.811805080;259.022036209;179.663670903;710.203491966;1;515;616;1.371608703;258.067746671;1000;230
2022030418.tif_converted.tif:0598-0851;151038;701.439765186;274.161180906;2.349357391;705.771917832;1;499;588;2.679973940;278.865672132;1000;230
2022031511.jpg_converted.tif:0564-0821;138971;658.969603761;268.515227048;0.188163640;651.601872312;1;496;516;177.537183324;265.976614935;1000;230
2022031512.jpg_converted.tif:0527-0771;141916;701.547748786;257.563456719;179.214341430;689.417870381;1;427;519;178.005017479;256.196041335;1000;230
2022031513.jpg_converted.tif:0621-0845;137771;681.055655093;257.564097744;176.863659639;671.268947591;1;510;617;178.378049178;256.575831911;1000;230
2022031514.jpg_converted.tif:0581-0819;246237;1066.431174155;293.988673039;176.835061853;1058.327926495;1;291;553;177.129484203;298.543297197;1000;230
2022031515.jpg_converted.tif:0507-0762;241380;1027.226478591;299.188706399;178.313235971;999.072069472;1;263;514;179.311795507;308.000000000;1000;230
2022040801.jpg_converted.tif:0600-0788;229760;1075.152541949;272.091174400;179.374820687;1028.017509579;1;274;604;0.334407367;263.406024109;500;115
2022040802.jpg_converted.tif:0530-0733;240674;1077.887554404;284.292784472;177.892487008;1041.158009142;1;214;522;176.310385518;281.865704654;500;115
2022040803.jpg_converted.tif:0583-0722;231178;1057.937064757;278.225407993;0.877679702;1020.259280771;1;212;615;1.291744753;274.997875470;500;115
2022040804.jpg_converted.tif:0605-0879;234912;1054.622508117;283.607874506;179.338831885;1014.233207896;1;373;580;177.174268581;278.873654570;500;115
2022040805.jpg_converted.tif:0565-0837;225842;1013.207961930;283.802512482;178.818447782;980.224974177;1;347;597;1.227578832;277.590394317;500;115
2022040806.jpg_converted.tif:0634-0868;235837;1025.551923601;292.795506109;1.668793941;998.050098943;1;369;634;179.425913205;289.756464515;500;115
2022040807.jpg_converted.tif:0562-0773;227114;1030.743346165;280.545615006;0.277022661;991.201795801;1;278;570;1.156165542;278.733402173;500;115
2022040808.jpg_converted.tif:0540-0834;247837;1070.310536411;294.826462334;179.407081045;1032.980638734;1;318;495;177.503219151;291.745477725;500;115
2022040809.jpg_converted.tif:0602-0824;240717;1076.456215726;284.721662630;179.990822931;1037.233339225;1;306;595;178.784649864;279.741518270;500;115
2022040810.jpg_converted.tif:0608-0926;242920;1090.869071327;283.531138921;0.140832875;1053.877602001;1;400;660;2.338414459;287.000000000;500;115
2022040811.jpg_converted.tif:0583-0800;243213;1077.559329434;287.379451818;0.906550654;1037.557227337;1;282;600;1.877877447;284.543538517;500;115
2022040812.jpg_converted.tif:0569-0788;227605;1087.788553365;266.408104482;179.788728214;1040.108167452;1;268;565;179.173675860;259.302648888;500;115
2022040813.jpg_converted.tif:0501-0801;239694;1073.787145697;284.216365095;178.756794872;1033.526971104;1;285;491;178.170263386;278.868246403;500;115
2022040814.jpg_converted.tif:0570-0799;231472;1052.948645741;279.899029351;178.918481491;1017.001966566;1;291;557;179.887324079;277.044106245;500;115
2022040815.jpg_converted.tif:0610-0833;231306;1060.165223745;277.794384817;0.568522449;1021.141518106;1;323;638;179.046093775;276.276879656;500;115
2022040816.jpg_converted.tif:0553-0750;215637;1014.063231748;270.749936604;0.824855902;976.041495020;1;262;579;179.471672746;270.110187129;500;115
2022040817.jpg_converted.tif:0495-0836;237566;1070.011450536;282.687092305;179.224243545;1052.273728647;1;310;569;1.306901349;287.974597395;500;115
2022040818.jpg_converted.tif:0571-0803;245764;1084.747434649;288.469401703;178.172748837;1049.068634552;1;279;573;179.344595457;283.008368996;500;115
2022040819.jpg_converted.tif:0648-0862;220599;1031.234441469;272.368104705;1.190423921;989.163788258;1;368;633;178.957320344;265.836078505;500;115
2022040820.jpg_converted.tif:0600-0824;242679;1057.355564652;292.227619361;178.388564528;1024.079098508;1;313;596;177.369492357;292.285821682;500;115
2022040821.jpg_converted.tif:0581-0817;232450;1032.080055386;286.765092135;179.077362244;996.157116122;1;319;574;177.238123660;284.626706676;500;115
2022040822.jpg_converted.tif:0604-0836;240212;1055.394965151;289.794273821;178.950015881;1020.784012414;1;326;549;177.754257434;281.487484304;500;115
2022040823.jpg_converted.tif:0603-0847;219544;1053.823027710;265.255261329;177.940625973;1017.142074639;1;339;610;179.042342629;261.624303412;500;115
2022040824.jpg_converted.tif:0549-0802;217669;1005.651264329;275.587361438;178.948938309;976.025102136;1;314;580;0.410925799;271.296651173;500;115
2022041501.jpg_converted.tif:0590-0800;238829;1040.379329295;292.284283883;179.737245802;1013.039979468;1;294;565;0.509031045;288.643241564;1000;230
2022041502.jpg_converted.tif:0595-0748;231173;1041.116719613;282.714319855;1.717885009;1004.012450122;1;246;587;0.285335189;283.435713096;1000;230
2022041503.jpg_converted.tif:0563-0861;225186;1073.835805662;267.001452744;178.664733680;1032.802982180;1;346;537;176.613993358;263.909977341;1000;230
2022041504.jpg_converted.tif:0557-0808;230919;1041.618728610;282.267584438;179.841155396;1010.309358563;1;303;601;1.417922831;279.372826535;1000;230
2022041505.jpg_converted.tif:0539-0750;238814;1070.661478309;283.999597255;0.527999934;1033.853471242;1;234;571;2.328265283;276.000000000;1000;230
2022041506.jpg_converted.tif:0545-0745;242103;1075.075070461;286.728919653;179.085502922;1039.192474954;1;226;540;178.897233794;282.349206381;1000;230
2022041507.jpg_converted.tif:0555-0783;245313;1065.687504037;293.089870393;0.875111584;1035.697349615;1;266;596;2.102668708;288.700618390;1000;230
2022041508.jpg_converted.tif:0541-0890;225269;1061.381974996;270.233908018;1.976021773;1012.217861925;1;384;555;178.811226569;263.978792460;1000;230
2022041509.jpg_converted.tif:0515-0775;230295;1049.336552811;279.434372289;1.806989044;1020.216153567;1;265;505;1.179452362;276.882008407;1000;230
2022041510.jpg_converted.tif:0582-0788;222122;1019.910432912;277.293480907;1.687778773;995.928712308;1;291;632;2.474559261;278.226006448;1000;230
2022041511.jpg_converted.tif:0588-0812;228073;1059.862765480;273.989776926;177.787329322;1018.950440404;1;303;579;177.525101979;271.332170096;1000;230
2022041512.jpg_converted.tif:0650-0848;236433;1068.663550116;281.693752208;0.306012889;1027.498418490;1;335;663;1.784685434;277.588863111;1000;230
2022041513.jpg_converted.tif:0552-0791;248176;1098.083258758;287.762785503;0.959715973;1051.457084241;1;266;565;1.689490339;277.000000000;1000;230
2022041514.jpg_converted.tif:0520-0836;231033;1058.997889971;277.772368127;1.201483956;1018.000491159;1;327;552;179.943717327;273.624213531;1000;230
2022041515.jpg_converted.tif:0624-0847;234384;1099.684801605;271.375013111;0.967969062;1046.348412337;1;324;622;1.478625816;262.337384463;1000;230
2022041516.jpg_converted.tif:0591-0840;238468;1118.822036036;271.380861276;1.573956238;1071.268873813;1;305;607;1.283724186;266.596725325;1000;230
2022041517.jpg_converted.tif:0597-0858;211168;1027.094505992;261.774789578;177.914818792;985.320759956;1;366;585;177.033056445;257.157818940;1000;230
2022041518.jpg_converted.tif:0533-0858;228509;1046.730102115;277.957703270;1.563625558;1011.126599393;1;353;546;0.906682442;273.012989792;1000;230
2022041519.jpg_converted.tif:0598-0851;211412;1000.511145215;269.040599816;1.390723755;968.132222375;1;367;599;0.946951447;266.890011271;1000;230
2022041520.jpg_converted.tif:0519-0749;234214;1061.598490332;280.907074988;0.246262538;1023.439788165;1;238;536;1.679746729;276.474584034;1000;230
2022041521.jpg_converted.tif:0585-0788;219870;1035.287825879;270.405168208;1.703218537;997.265260600;1;290;588;1.321533832;271.100627572;1000;230
2022041522.jpg_converted.tif:0635-0807;227559;1065.764015173;271.858604190;0.577165095;1025.140965916;1;295;642;179.049815652;265.099377701;1000;230
2022041523.jpg_converted.tif:0581-0831;230340;1056.381297042;277.625131717;0.519633402;1016.070863670;1;323;576;179.323309660;271.000000000;1000;230
2022041524.jpg_converted.tif:0666-0849;254735;1104.508646469;293.649738700;179.723828582;1070.077100026;1;315;607;177.429044564;299.737711758;1000;230
2022041525.jpg_converted.tif:0567-0815;231641;1071.271475200;275.312549815;1.091621765;1029.808234576;1;301;596;3.395864893;266.000000000;1000;230
2022041526.jpg_converted.tif:0598-0849;247845;1121.871177512;281.285464223;0.518150335;1079.389642344;1;310;596;1.539553006;277.752230447;1000;230
2022041527.jpg_converted.tif:0601-0802;236458;1041.315057654;289.122560992;1.207717325;1002.220035721;1;301;602;1.200633982;283.822805140;1000;230
2022041528.jpg_converted.tif:0526-0818;231711;1057.687093175;278.932786505;1.948329818;1019.031402853;1;309;515;179.550189579;272.986343584;1000;230
2022041529.jpg_converted.tif:0581-0783;223998;1028.790156056;277.221851184;0.055220707;989.849483507;1;289;559;177.626104541;273.927335235;1000;230
2022041530.jpg_converted.tif:0595-0875;255245;1098.398016025;295.874558088;2.324801044;1058.590100086;1;346;597;3.140800303;288.819108608;1000;230
2022042101.tif_converted.tif:0540-0743;231325;1069.237399078;275.460003494;178.127492925;1026.528129181;1;231;520;175.978009823;266.379119458;1000;230
2022042102.tif_converted.tif:0580-0808;228011;1047.003266739;277.279575964;179.131478409;1010.261847246;1;303;565;178.695470093;268.193505234;1000;230
2022042103.tif_converted.tif:0561-0841;232969;1061.604047264;279.412408291;177.799209839;1019.545486970;1;333;522;175.950418297;275.519761314;1000;230
2022042104.tif_converted.tif:0603-0881;248193;1083.377735156;291.688791519;179.150904046;1048.241384415;1;358;568;177.211292320;286.000000000;1000;230
2022042105.tif_converted.tif:0580-0767;245791;1079.462574262;289.913544390;0.473904135;1042.587646196;1;246;591;1.923799061;286.704291862;1000;230
2022042106.tif_converted.tif:0543-0848;242905;1056.259829934;292.803193730;178.719827987;1026.095512124;1;335;553;179.218234762;290.493228619;1000;230
2022042107.tif_converted.tif:0607-0838;206118;1011.428342651;259.472250692;2.861429754;972.338418453;1;353;630;3.006593366;253.956232678;1000;230
2022042201.jpg_converted.tif:0488-0857;204931;1037.636077014;251.462202329;179.963708812;1032.627716072;1;341;521;1.997879856;259.000000000;1000;230
2022042202.jpg_converted.tif:0511-0720;226377;1031.027140079;279.558255272;0.598946348;999.084581004;1;221;504;0.745548643;270.366330274;1000;230
2022042203.jpg_converted.tif:0590-0852;209943;1017.164202638;262.797028294;179.942429936;977.184731768;1;364;600;178.885892933;257.000000000;1000;230
2022042204.jpg_converted.tif:0565-0763;251964;1120.843256551;286.222472924;1.543134226;1079.205726449;1;224;589;2.708634127;281.652887042;1000;230
2022042205.tif_converted.tif:0607-0783;224213;1037.397642326;275.185566649;178.941472221;1006.024353582;1;280;602;179.601328048;271.503329046;1000;230
2022042206.tif_converted.tif:0612-0761;212170;984.691792843;274.342932652;179.364961062;954.838206190;1;284;576;177.599067538;271.201378055;1000;230
2022042207.tif_converted.tif:0567-0749;228158;1018.612516822;285.191653598;1.119143586;985.073093735;1;257;544;179.302014881;279.473547666;1000;230
2022042208.tif_converted.tif:0511-0798;210688;1005.961001911;266.666692537;0.170395356;967.405292522;1;315;529;178.341433613;262.286630945;1000;230
2022042209.tif_converted.tif:0566-0790;234132;1080.679091707;275.850734391;179.896476274;1033.139874364;1;274;573;179.057172958;267.000000000;1000;230
2022042210.tif_converted.tif:0530-0737;219807;1024.753996920;273.106487460;0.564196920;987.182860467;1;244;528;178.897177943;266.619998978;1000;230
2022042211.tif_converted.tif:0513-0865;212086;1034.867357993;260.938061288;0.692041856;995.040702685;1;368;525;179.481760851;256.689157373;1000;230
2022042212.tif_converted.tif:0558-0813;213015;1001.080065814;270.926503168;179.620440671;970.051545022;1;328;598;179.409342785;269.086474663;1000;230
2022042213.tif_converted.tif:0524-0796;237128;1049.505001799;287.679188042;0.978898104;1022.356591410;1;285;483;178.486667035;284.824765412;1000;230
2022042214.tif_converted.tif:0540-0784;232365;1062.702464513;278.399944191;177.876865352;1029.257013578;1;270;549;178.719549528;278.584129381;1000;230
2022042215.tif_converted.tif:0570-0852;248489;1096.383477411;288.572408970;177.851242862;1069.056593451;1;318;593;179.410447772;285.864916992;1000;230
2022042216.tif_converted.tif:0589-0804;232192;1047.235390786;282.301418547;179.695015054;1013.126349475;1;298;588;0.904892646;273.838834933;1000;230
2022042217.tif_converted.tif:0507-0765;218243;1068.950562312;259.951795489;179.644075397;1022.195675984;1;254;503;178.878894968;251.523146211;1000;230
2022042218.tif_converted.tif:0620-0746;224086;1031.765356573;276.531049239;179.697250100;993.805312926;1;250;602;177.693260038;268.000000000;1000;230
2022042220.tif_converted.tif:0576-0689;243722;1078.686981057;287.679830916;2.932800435;1042.030709720;1;168;579;0.439882179;283.329159064;1000;230
2022042221.tif_converted.tif:0697-0745;236612;1052.290760362;286.293262763;2.331496161;1016.489055524;1;238;722;3.101664030;282.717971219;1000;230
2022042222.tif_converted.tif:0698-0714;243325;1077.787623550;287.450890559;0.310417257;1042.058059803;1;193;696;179.395172587;281.743961803;1000;230
2022042223.tif_converted.tif:0564-0683;246891;1060.532593801;296.408980051;1.217068879;1028.004377423;1;169;572;179.832794892;289.189129656;1000;230
2022042224.tif_converted.tif:0617-0786;209305;1004.803321506;265.221458973;2.135297455;967.025335759;1;303;632;0.414750208;256.753217181;1000;230
2022042225.tif_converted.tif:0685-0882;229562;1068.018111391;273.672715145;178.360896801;1030.039319638;1;367;684;0.500629993;272.143515838;1000;230
2022042226.tif_converted.tif:0530-0807;231394;1066.661912149;276.207472920;1.131810961;1028.157575472;1;293;528;178.996869015;268.841142768;1000;230
2022042227.tif_converted.tif:0687-0867;252480;1130.317978298;284.404500704;0.684418528;1086.664621675;1;324;663;177.995992908;276.590711252;1000;230
2022042228.tif_converted.tif:0387-0728;207841;981.212634346;269.698300811;1.700338208;949.018967144;1;254;383;179.637755430;265.575062386;1000;230
2022042229.tif_converted.tif:0560-0970;218853;1015.805834815;274.316492910;2.536520308;989.024266639;1;476;621;2.607823281;278.964409900;1000;230
2022042230.tif_converted.tif:0523-0977;211533;1036.478707367;259.853076288;1.927046484;992.888714811;1;481;532;2.424381445;255.346132394;1000;230
2022042231.tif_converted.tif:0522-0681;239143;1077.665802235;282.542439238;3.360845057;1040.848211797;1;162;557;3.414947912;275.160129718;1000;230
2022042232.tif_converted.tif:0550-0802;226421;1036.612152863;278.106107634;177.591646416;997.128376890;1;304;543;179.080587979;272.946718485;1000;230
2022042234.tif_converted.tif:0584-0774;199918;871.570141970;292.051656025;175.647315639;858.028554303;1;346;559;177.194283630;295.183469198;1000;230
2022042235.tif_converted.tif:0551-0682;178087;814.199413452;278.491248037;1.951388455;803.274548333;1;281;566;1.498053774;278.967073196;1000;230
2022042236.tif_converted.tif:0612-0779;213296;903.495593982;300.584644511;177.815559717;895.815271136;1;332;597;176.351851441;298.747248531;1000;230
2022042237.tif_converted.tif:0561-0771;202519;866.152171323;297.701960345;0.151371901;864.187479659;1;339;557;178.806510576;301.000000000;1000;230
2022042238.tif_converted.tif:0522-0782;251643;942.339051077;340.006941652;173.239494430;957.302982342;1;317;451;166.283111509;397.369567712;1000;230
2022042239.tif_converted.tif:0726-0597;181137;818.044458683;281.929409785;5.851141427;805.409833563;1;198;761;7.777981716;285.796789482;1000;230
2022042240.tif_converted.tif:0665-0749;204027;897.478775503;289.450014512;2.888334136;892.036994749;1;304;682;2.762972467;292.670557406;1000;230
2022042241.tif_converted.tif:0668-0723;190296;826.300246948;293.225608125;0.778939189;825.475014764;1;311;718;1.943837903;295.847713635;1000;230
2022042242.tif_converted.tif:0707-0717;193066;861.752055709;285.255212698;7.571280683;849.945880630;1;296;773;9.617474810;285.916248061;1000;230
2022042243.tif_converted.tif:0693-0867;201089;855.295875320;299.351925105;9.060889621;848.248194811;1;449;767;11.906052022;303.286797692;1000;230
2022042245.tif_converted.tif:0569-0846;192123;846.048421352;289.130733986;1.508799984;846.213330077;1;423;592;1.286568365;293.000000000;1000;230
2022042246.tif_converted.tif:0627-0688;195825;857.301685909;290.833597957;0.274060813;850.058821494;1;263;631;0.674036898;295.272779395;1000;230
2022042247.tif_converted.tif:0668-0767;184181;831.734473744;281.948794948;179.583307506;824.442235696;1;355;664;178.123261226;283.719220069;1000;230
2022042248.tif_converted.tif:0512-0807;184592;821.364940252;286.145442207;177.239584796;829.579411509;1;393;482;177.858453607;291.524052936;1000;230
2022042249.tif_converted.tif:0627-0902;197794;848.084985656;296.950360838;176.745525269;847.092084723;1;479;614;177.090307105;298.534277335;1000;230
2022042250.tif_converted.tif:0435-0855;161074;814.613671611;251.758340887;178.384635165;805.121729927;1;453;427;179.003652103;248.937578983;1000;230
2022042501.tif_converted.tif:0539-0969;195915;835.097770756;298.703617878;178.680885716;813.325273184;1;563;552;1.620481592;296.144534580;1000;230
2022042502.tif_converted.tif:0524-0847;175238;796.196661133;280.232211754;179.256498105;780.433213030;1;457;512;178.090847567;281.120345459;1000;230
2022042503.tif_converted.tif:0516-0706;154349;778.920896947;252.301936256;178.059250428;768.666377566;1;322;517;177.614055970;257.085468811;1000;230
2022042504.tif_converted.tif:0476-0924;191147;821.913705554;296.108846480;0.010224326;803.677796135;1;523;510;2.353296866;298.000000000;1000;230
2022042505.tif_converted.tif:0599-0920;187703;823.851180456;290.089870519;0.976300560;809.121128138;1;516;619;0.991422564;293.094712987;1000;230
2022042506.tif_converted.tif:0603-0796;224982;913.439200139;313.601583127;1.737568947;897.644138843;1;348;622;2.170707211;316.000000000;1000;230
2022042507.tif_converted.tif:0542-0888;198957;842.427802971;300.702231347;0.402907165;836.193757451;1;470;539;178.766549395;302.000000000;1000;230
2022042508.tif_converted.tif:0639-0749;220723;897.847249226;313.007866622;0.051895322;870.036780832;1;314;644;0.526842894;315.000000000;1000;230
2022042509.tif_converted.tif:0554-0955;203638;849.740920356;305.128243444;179.747778068;838.134237458;1;536;553;1.025471267;305.670909134;1000;230
2022042510.tif_converted.tif:0593-0922;185408;847.104983321;278.677144106;2.078510551;829.064533073;1;508;619;2.903818865;279.059340938;1000;230
2022042511.tif_converted.tif:0681-0819;174435;829.657544385;267.697848937;177.856545770;811.362434427;1;414;672;176.679153684;264.550258579;1000;230
2022042512.tif_converted.tif:0605-0824;165454;796.123323750;264.610481002;1.618310296;780.131399189;1;435;620;3.086129768;265.330699093;1000;230
2022042514.tif_converted.tif:0610-0858;193723;832.684197712;296.217683730;177.316927922;815.324475286;1;451;623;1.616507062;301.025211738;1000;230
2022042516.tif_converted.tif:0490-0739;144563;772.752267101;238.191896862;0.491338481;749.170875035;1;365;503;1.223755764;238.756527452;1000;230
2022042517.tif_converted.tif:0689-0858;181793;936.215913745;247.235742480;179.863710231;903.465549980;1;407;705;1.839431581;241.000000000;1000;230
2022042518.tif_converted.tif:0649-0828;210852;1004.598564723;267.236201518;178.517149557;966.207017155;1;345;621;178.813921430;268.196943125;1000;230
2022042519.tif_converted.tif:0727-0962;181739;919.996896787;251.519632760;0.178779026;890.162344744;1;517;740;1.094280695;252.121966755;1000;230
2022042520.tif_converted.tif:0593-0719;203029;956.810108495;270.173307360;0.903016872;932.002145920;1;253;634;0.122952128;266.532754921;1000;230
2022042521.tif_converted.tif:0681-0891;192024;959.293812998;254.867223186;0.214601747;930.658369113;1;426;721;2.155275621;249.614510865;1000;230
2022042522.tif_converted.tif:0577-0762;196008;978.503694484;255.047720404;0.557504515;945.385635601;1;290;602;1.636577042;250.804384911;1000;230
2022042523.tif_converted.tif:0474-0883;193943;981.021303790;251.713083162;179.386234355;951.018927256;1;408;462;179.638517228;247.000000000;1000;230
2022042524.tif_converted.tif:0510-0894;175447;960.732600365;232.516371694;0.058075068;916.004912651;1;436;498;179.812350738;224.855598063;1000;230
2022042525.tif_converted.tif:0557-0797;185329;961.455879890;245.428018614;1.390689110;928.517635805;1;333;576;1.913263931;243.207618932;1000;230
2022042701.tif_converted.tif:0510-0890;291336;1025.566599865;361.693249423;179.189588576;1012.961006160;1;385;496;176.434250472;367.721919167;1000;230
2022042702.tif_converted.tif:0602-0857;272659;971.958755042;357.175877296;1.236142630;972.043723296;1;372;644;3.716052998;364.077358286;1000;230
2022042703.tif_converted.tif:0494-0768;267892;988.895929583;344.920711993;0.021667304;987.369231848;1;275;505;1.566970957;351.940035918;1000;230
2022042704.tif_converted.tif:0548-0913;272617;990.050519767;350.594982819;179.766448246;978.662352397;1;424;554;177.891904688;353.000000000;1000;230
2022042705.tif_converted.tif:0521-0766;288417;995.620708291;368.839184155;178.253560160;988.407304708;1;274;456;175.241172272;371.045430267;1000;230
2022042706.tif_converted.tif:0568-0821;219317;886.416092579;315.024828149;179.036814311;873.962241747;1;385;564;177.311108689;318.081736088;1000;230
2022042707.tif_converted.tif:0557-0879;276027;974.179618277;360.763544239;179.755406640;965.377646313;1;397;541;178.397323777;366.937545607;1000;230
2022042708.tif_converted.tif:0530-0792;225329;895.135334496;320.507729188;178.500124957;881.111230209;1;352;539;0.910412489;319.381064295;1000;230
2022042709.tif_converted.tif:0510-0870;217490;882.826300893;313.670841370;1.127703105;871.208930165;1;436;560;4.080931159;314.334659727;1000;230
2022042710.tif_converted.tif:0515-0841;275497;970.164355955;361.561082617;1.150987640;971.148804252;1;356;494;178.996983779;369.545341228;1000;230
2022042711.tif_converted.tif:0601-0831;221557;904.884328872;311.747175647;176.151143089;897.570610036;1;383;572;177.956869854;312.000000000;1000;230
2022042712.tif_converted.tif:0528-0813;209453;856.244272669;311.457665617;177.172967562;846.463230152;1;390;500;178.104377741;314.564616240;1000;230
2022042713.tif_converted.tif:0468-0821;274870;981.203599422;356.679647188;2.641356635;978.365984691;1;333;513;3.985478613;362.449848651;1000;230
2022042714.tif_converted.tif:0535-0799;225697;879.166197877;326.862368255;178.014881564;876.146106537;1;361;538;1.046381907;331.600697530;1000;230
2022050223.tif_converted.tif:0608-0821;265814;945.673659701;357.887621033;174.230154963;934.016059819;1;355;580;175.394281726;360.528614212;1000;230
2022050224.tif_converted.tif:0676-0947;250445;942.292682506;338.404917815;176.961313497;927.876069311;1;485;652;175.487631485;337.221616036;1000;230
2022050225.tif_converted.tif:0547-0851;258749;946.655432915;348.014121618;177.000542794;937.592662087;1;384;520;174.982614266;350.519831149;1000;230
2022050226.tif_converted.tif:0573-0801;235457;922.563557589;324.956650432;178.778105396;920.263005885;1;341;586;1.369855397;327.934439539;1000;230
2022050227.tif_converted.tif:0527-0734;248673;954.862107643;331.587456213;0.119043445;947.135154030;1;261;529;0.967946418;332.952597732;1000;230
