Label,Length
2022042237+AF8-side.tif,1121.869
2022030409+AF8-side.tif,1121.850
2022040828+AF8-side.jpg,1120.149
2022040808+AF8-side.jpg,1116.308
2022050301+AF8-side.tif,1116.010
2023042808+AF8-side.tif,1115.726
2022020201+AF8-side.jpg,1114.960
2023042807+AF8-side.tif,1114.588
2022030414+AF8-side.tif,1113.156
2022031110+AF8-side.tif,1113.075
2022042238+AF8-side.tif,1113.073
2022040802+AF8-side.jpg,1111.467
2022040821+AF8-side.jpg,1111.433
2022040807+AF8-side.jpg,1111.433
2022053108+AF8-side.tif,1109.308
2022030802+AF8-side.tif,1109.168
2022041530+AF8-side.tif,1108.947
2022040810+AF8-side.jpg,1107.691
2022031108+AF8-side.tif,1106.021
2023042804+AF8-side.tif,1105.263
2022042207+AF8-side.tif,1104.377
2022030407+AF8-side.tif,1104.359
2022042234+AF8-side.tif,1104.343
2022021804+AF8-side.jpg,1104.324
2022030804+AF8-side.tif,1101.300
2022053104+AF8-side.tif,1100.437
2022031824+AF8-side.jpg,1098.976
2022031818+AF8-side.jpg,1098.872
2023042802+AF8-side.tif,1096.491
2022012721+AF8-side.jpg,1096.204
2022030412+AF8-side.tif,1096.181
2022042239+AF8-side.tif,1095.958
2022031824+AF8-side.jpg,1095.790
2022031111+AF8-side.tif,1095.684
2022040805+AF8-side.jpg,1094.204
2021120806+AF8-side.jpg,1093.821
2022050529+AF8-side.tif,1093.430
2022053102+AF8-side.tif,1092.576
2022052434+AF8-side.tif,1091.843
2022020408+AF8-side.jpg,1090.251
2022041506+AF8-side.tif,1089.087
2022041514+AF8-side.tif,1088.530
2022042505+AF8-side.tif,1087.091
2022042507+AF8-side.tif,1086.987
2022030406+AF8-side.tif,1086.933
2022030803+AF8-side.tif,1084.234
2022053103+AF8-side.tif,1083.110
2022053101+AF8-side.tif,1082.969
2022040814+AF8-side.jpg,1081.707
2023042812+AF8-side.tif,1079.518
2022042214+AF8-side.tif,1078.572
2022021802+AF8-side.jpg,1078.378
2022031818+AF8-side.jpg,1078.296
2022042235+AF8-side.tif,1078.256
2022040814+AF8-side.jpg,1077.015
2022040813+AF8-side.jpg,1076.700
2022042220+AF8-side.tif,1075.518
2022042210+AF8-side.tif,1075.518
2022040815+AF8-side.jpg,1074.406
2022053109+AF8-side.tif,1074.271
2022030426+AF8-side.tif,1074.233
2022031511+AF8-side.jpg,1072.877
2022050326+AF8-side.tif,1072.778
2022040805+AF8-side.jpg,1072.705
2021121402+AF8-side.jpg,1072.452
2022042102+AF8-side.tif,1072.214
2022050328+AF8-side.tif,1071.928
2022050429+AF8-side.tif,1071.259
2022041504+AF8-side.tif,1071.148
2022042520+AF8-side.tif,1069.879
2022031107+AF8-side.tif,1069.704
2022042502+AF8-side.tif,1069.596
2022042223+AF8-side.tif,1069.596
2022030801+AF8-side.tif,1065.535
2022042222+AF8-side.tif,1065.169
2022040802+AF8-side.jpg,1064.842
2022040807+AF8-side.jpg,1064.092
2022020411+AF8-side.jpg,1063.985
2022040813+AF8-side.jpg,1063.949
2021120807+AF8-side.jpg,1063.815
2022050322+AF8-side.tif,1063.178
2022031805+AF8-side.jpg,1061.440
2022030413+AF8-side.tif,1061.417
2022031109+AF8-side.tif,1061.188
2022020818+AF8-side.jpg,1061.012
2022012714+AF8-side.jpg,1060.870
2022052433+AF8-side.tif,1056.769
2022020416+AF8-side.jpg,1055.372
2022050318+AF8-side.tif,1054.608
2021121406+AF8-side.jpg,1054.492
2022041518+AF8-side.tif,1053.733
2022042227+AF8-side.tif,1052.313
2022021815+AF8-side.jpg,1052.295
2022021817+AF8-side.jpg,1052.152
2022031514+AF8-side.jpg,1050.362
2022042212+AF8-side.tif,1049.291
2022050321+AF8-side.tif,1048.070
2022052402+AF8-side.tif,1048.035
2022041529+AF8-side.tif,1045.752
2023042814+AF8-side.tif,1044.007
2023042809+AF8-side.tif,1043.860
2022031814+AF8-side.jpg,1043.804
2022020815+AF8-side.jpg,1043.623
2022042206+AF8-side.tif,1043.619
2022040823+AF8-side.jpg,1042.113
2022040812+AF8-side.jpg,1041.968
2022042226+AF8-side.tif,1041.915
2022031823+AF8-side.jpg,1041.449
2022020414+AF8-side.jpg,1039.580
2022052440+AF8-side.tif,1039.448
2022030806+AF8-side.tif,1039.446
2022052426+AF8-side.tif,1039.338
2022030805+AF8-side.tif,1039.336
2022042245+AF8-side.tif,1039.162
2021120917+AF8-side.jpg,1037.942
2022050315+AF8-side.tif,1037.181
2021120101+AF8-side.jpg,1037.178
2022020814+AF8-side.jpg,1034.929
2021121730+AF8-side.jpg,1034.120
2022040835+AF8-side.jpg,1033.285
2021121737+AF8-side.jpg,1031.791
2022030809+AF8-side.tif,1030.713
2022052514+AF8-side.tif,1030.568
2022030422+AF8-side.tif,1030.565
2021120108+AF8-side.jpg,1029.165
2021120805+AF8-side.jpg,1028.470
2022050329+AF8-side.tif,1028.468
2022042219+AF8-side.tif,1028.438
2021120803+AF8-side.jpg,1028.359
2022050343+AF8-side.tif,1028.320
2022050316+AF8-side.tif,1028.320
2022042208+AF8-side.tif,1028.070
2022041508+AF8-side.tif,1027.904
2022050413+AF8-side.tif,1027.576
2022030416+AF8-side.tif,1026.986
2022042201+AF8-side.tif,1026.672
2022042215+AF8-side.tif,1026.230
2021120804+AF8-side.jpg,1025.086
2022030808+AF8-side.tif,1023.659
2021121717+AF8-side.jpg,1023.157
2022042230+AF8-side.tif,1022.724
2022053107+AF8-side.tif,1021.871
2022052423+AF8-side.tif,1021.871
2022031805+AF8-side.jpg,1021.690
2022040823+AF8-side.jpg,1020.941
2022031814+AF8-side.jpg,1020.684
2022020810+AF8-side.jpg,1020.204
2022020811+AF8-side.jpg,1019.943
2022050313+AF8-side.tif,1019.754
2022050323+AF8-side.tif,1019.643
2022042228+AF8-side.tif,1017.981
2022042211+AF8-side.tif,1017.721
2023042813+AF8-side.tif,1017.582
2022012710+AF8-side.jpg,1017.540
2022012708+AF8-side.jpg,1017.540
2022030405+AF8-side.tif,1017.407
2022040824+AF8-side.jpg,1016.067
2022040840+AF8-side.jpg,1015.919
2022042224+AF8-side.tif,1015.006
2022052438+AF8-side.tif,1014.041
2022050312+AF8-side.tif,1012.730
2022032402+AF8-side.tif,1012.229
2022031804+AF8-side.jpg,1011.966
2022042911+AF8-side.tif,1011.965
2021121743+AF8-side.jpg,1011.778
2022041503+AF8-side.tif,1010.193
2022050406+AF8-side.tif,1010.160
2022041521+AF8-side.tif,1010.155
2022031823+AF8-side.jpg,1008.733
2022031804+AF8-side.jpg,1008.696
2022011429+AF8-side.jpg,1008.696
2022040819+AF8-side.jpg,1007.236
2022050244+AF8-side.tif,1006.600
2021121722+AF8-side.jpg,1005.929
2022052436+AF8-side.tif,1004.519
2022052430+AF8-side.tif,1004.405
2022031817+AF8-side.jpg,1003.059
2022050320+AF8-side.tif,1002.517
2022050353+AF8-side.tif,1002.176
2022042522+AF8-side.tif,1001.847
2022031817+AF8-side.jpg,1000.000
2023121409+AF8-side.tif,1058.407149657
2023121408+AF8-side.tif,1083.365384141
2023121407+AF8-side.tif,1004.581518732
2023121405+AF8-side.tif,1037.709148932
2023121404+AF8-side.tif,1081.488814346
2023121403+AF8-side.tif,1109.116264820
2023121402+AF8-side.tif,1066.796867054
2023121401+AF8-side.tif,1194.024473972
2024010504+AF8-side.tif,944.134568683
2024010505+AF8-side.tif,927.452778386
2024010506+AF8-side.tif,954.539481115
2024010501+AF8-side.tif,1048.597255357
2024010502+AF8-side.tif,906.537040774
2024010503+AF8-side.tif,990.113581904
2024010411+AF8-side.tif,1012.009904965
2024010412+AF8-side.tif,994.571773323
2024010413+AF8-side.tif,1080.426714348
2024010408+AF8-side.tif,1081.992398934
2024010409+AF8-side.tif,1056.927316039
2024010410+AF8-side.tif,1040.343086962
2024010406+AF8-side.tif,1094.524943666
2024010407+AF8-side.tif,1065.798263533
2024010405+AF8-side.tif,1077.936317029
2024010403+AF8-side.tif,1086.194014387
2024010404+AF8-side.tif,1073.702388015
2024010401+AF8-side.tif,1140.500578210
2024010402+AF8-side.tif,898.259756507
2024010306+AF8-side.tif,952.626987028
2024010305+AF8-side.tif,981.803229895
2024010304+AF8-side.tif,1003.863447453
2024010303+AF8-side.tif,927.424552442
2024010302+AF8-side.tif,977.554618245
2024010301+AF8-side.tif,969.415657673
2023121910+AF8-side.tif,1031.887611627
2023121909+AF8-side.tif,994.264650991
2023121908+AF8-side.tif,1148.855447023
2023121907+AF8-side.tif,1102.998647692
2023121906+AF8-side.tif,990.087142330
2023121905+AF8-side.tif,1086.169913608
2023121904+AF8-side.tif,1052.741514360
2023121902+AF8-side.tif,1119.582245431
2023121901+AF8-side.tif,1115.787966736
2023121507+AF8-side.tif,1147.327768628
2023121506+AF8-side.tif,1040.284372359
2023121505+AF8-side.tif,994.571773323
2023121504+AF8-side.tif,1115.529862625
2023121503+AF8-side.tif,1040.217265897
2023121502+AF8-side.tif,1027.812086375
2023121501+AF8-side.tif,981.723237598
2024020208+AF8-side.tif,794.655153710
2024020207+AF8-side.tif,821.074380991
2024020206+AF8-side.tif,769.666295804
2024020205+AF8-side.tif,798.792191698
2024020204+AF8-side.tif,794.493534410
2024020203+AF8-side.tif,827.596551659
2024020202+AF8-side.tif,777.942039541
2024020201+AF8-side.tif,806.938990926
2024020103+AF8-side.tif,773.804167356
2024020102+AF8-side.tif,769.666295804
2024020101+AF8-side.tif,764.252450027
2024012504+AF8-side.tif,782.112751921
2024012503+AF8-side.tif,790.344827586
2024012502+AF8-side.tif,819.320794082
2024012501+AF8-side.tif,782.068965517
