Label,Area,Major,Minor,Angle,Feret,Slice,FeretX,FeretY,FeretAngle,MinFeret,Scale+AF8-um,Scale+AF8-px
2021111804.jpg+AF8-converted.tif:0606+AC0-0800,169735,763.797719938,282.945743990,178.148404900,750.112658205,1,425,602,179.006972597,281.000000000,100,23
2021111805.jpg+AF8-converted.tif:0525+AC0-0872,170620,787.920216396,275.713361076,0.281561816,777.077859677,1,484,530,0.811082979,272.000000000,100,23
2021111806.jpg+AF8-converted.tif:0568+AC0-0861,195436,815.994577304,304.949138862,1.593534712,804.300938704,1,459,577,1.567403845,300.716796687,100,23
2021111807.jpg+AF8-converted.tif:0542+AC0-0906,169685,779.070279627,277.317281634,2.277594565,768.234990091,1,522,568,1.417184631,276.314295719,100,23
2021111808.jpg+AF8-converted.tif:0537+AC0-0844,165344,771.834373542,272.756081488,178.279518862,760.716109991,1,464,528,177.513718692,270.194415080,100,23
2021111809.jpg+AF8-converted.tif:0553+AC0-0898,194075,826.356197264,299.028391707,179.839928083,816.061272209,1,490,552,179.297880987,292.000000000,100,23
2021112401.jpg+AF8-converted.tif:0649+AC0-0830,154880,751.031306427,262.571398823,179.701727027,736.424469990,1,462,649,178.054559813,257.000000000,100,23
2021112402.jpg+AF8-converted.tif:0551+AC0-0954,165032,764.912790329,274.704869893,0.442084072,751.095866052,1,579,572,0.915433886,270.000000000,100,23
2021112403.jpg+AF8-converted.tif:0606+AC0-0829,173026,777.880995867,283.209831115,1.413895997,767.626211121,1,446,622,2.314475825,279.571626696,100,23
2021112404.jpg+AF8-converted.tif:0566+AC0-0797,142803,719.969568930,252.541821979,0.865880077,709.406089627,1,443,569,1.938750137,250.008941590,100,23
2021112405.jpg+AF8-converted.tif:0566+AC0-0820,143220,732.857196293,248.825239787,2.632219862,720.802330740,1,460,585,2.703625587,245.464225608,100,23
2021112406.jpg+AF8-converted.tif:0527+AC0-0851,177787,801.812897071,282.317034020,3.846901474,792.200100985,1,456,570,4.271122748,277.184716853,100,23
2021112407.jpg+AF8-converted.tif:0573+AC0-0843,167738,782.488999137,272.937581219,0.146742008,772.285568945,1,457,593,1.558179700,277.000000000,100,23
2021112408.jpg+AF8-converted.tif:0550+AC0-0823,184919,850.893806652,276.704544718,1.274792519,836.084325891,1,405,557,4.046557030,286.336222600,100,23
2021112409.jpg+AF8-converted.tif:0549+AC0-0844,202196,836.799084825,307.653232007,1.508760439,827.195865560,1,431,564,1.246869673,302.504335730,100,23
2021112410.jpg+AF8-converted.tif:0569+AC0-0845,175262,794.554416668,280.849875614,0.963520139,780.339028884,1,455,577,1.689001522,277.000000000,100,23
2021112411.jpg+AF8-converted.tif:0555+AC0-0788,211631,872.240818524,308.924957843,179.526288930,853.563120103,1,362,524,177.918654376,303.515625985,100,23
2021112412.jpg+AF8-converted.tif:0558+AC0-0823,173020,783.404648892,281.203215148,179.347571882,775.258021564,1,436,569,1.478272657,278.192129341,100,23
2021112413.jpg+AF8-converted.tif:0563+AC0-0838,149540,748.199456855,254.477919992,0.697540166,737.054950462,1,470,566,0.699642314,250.166313820,100,23
2021112414.jpg+AF8-converted.tif:0618+AC0-0797,178337,803.249604978,282.683887153,2.551065248,787.254088589,1,404,634,1.455742060,275.164389368,100,23
2021112415.jpg+AF8-converted.tif:0566+AC0-0850,176175,792.112043582,283.183393828,177.908538744,778.310991828,1,461,570,178.380242503,280.028171203,100,23
2021112416.jpg+AF8-converted.tif:0559+AC0-0790,168196,780.562562238,274.358275463,178.226925976,764.571775571,1,409,540,176.325500479,266.190474039,100,23
2021112417.jpg+AF8-converted.tif:0566+AC0-0830,199093,855.046012175,296.467180796,178.080222767,835.733211019,1,413,553,177.599785539,289.690505251,100,23
2021112418.jpg+AF8-converted.tif:0565+AC0-0847,183688,829.865239994,281.827475380,1.198189796,810.178375421,1,442,581,1.202327501,278.000000000,100,23
2021112419.jpg+AF8-converted.tif:0583+AC0-0816,165762,781.500684729,270.063401784,0.192647483,768.023437142,1,432,588,179.552385829,264.862184467,100,23
2021112420.jpg+AF8-converted.tif:0587+AC0-0790,162689,776.001269854,266.935218202,0.122993529,764.016361081,1,408,597,0.374967026,264.000000000,100,23
2021112421.jpg+AF8-converted.tif:0532+AC0-0829,185050,839.050009220,280.809218955,1.133405112,834.317086005,1,412,545,1.579699040,282.917987249,100,23
2021112422.jpg+AF8-converted.tif:0584+AC0-0720,209000,865.976965385,307.291158410,179.493199554,865.167035895,1,288,576,1.125899278,308.394825985,100,23
2021112423.jpg+AF8-converted.tif:0548+AC0-0732,189028,836.509326875,287.716964928,0.419930425,833.002400957,1,316,547,179.862435368,288.837892430,100,23
2021112424.jpg+AF8-converted.tif:0573+AC0-0878,207925,880.662557796,300.612680754,0.047870814,878.020500900,1,439,571,0.391536818,299.485157454,100,23
2021112425.jpg+AF8-converted.tif:0539+AC0-0727,194467,834.088809747,296.854569505,0.491650242,834.436935903,1,310,549,1.854251715,296.048220606,100,23
2021120201.jpg+AF8-converted.tif:0552+AC0-0804,120223,661.654319089,231.348414679,179.901312806,648.249951793,1,480,559,1.591140271,230.000000000,100,23
2021120202.jpg+AF8-converted.tif:0558+AC0-0814,122657,664.661963190,234.964164474,0.978261398,656.476199112,1,486,561,2.182472018,233.000000000,100,23
2021120203.jpg+AF8-converted.tif:0559+AC0-0831,116576,654.209017747,226.883410562,0.575449867,647.019319650,1,508,574,0.442771553,227.000000000,100,23
2021120204.jpg+AF8-converted.tif:0557+AC0-0906,114205,639.295749267,227.453916866,1.592755044,632.316376508,1,590,575,1.812552686,231.000000000,100,23
2021120205.jpg+AF8-converted.tif:0568+AC0-0844,123603,662.375566180,237.593648503,178.989449893,648.373349236,1,520,558,178.055519786,237.000000000,100,23
2021120206.jpg+AF8-converted.tif:0595+AC0-0815,130373,703.422649368,235.983386823,179.799175978,695.184148266,1,468,586,178.681193425,235.000000000,100,23
2021120207.jpg+AF8-converted.tif:0561+AC0-0853,129021,677.401823274,242.506934078,179.416383892,673.006686445,1,517,548,0.255402972,244.668823223,100,23
2021120301.jpg+AF8-converted.tif:0643+AC0-0856,131055,677.730165201,246.210685466,179.377793597,665.147352096,1,524,640,178.793951221,249.263631476,100,23
2021120302.jpg+AF8-converted.tif:0578+AC0-0847,116507,628.772957008,235.921914238,178.178765735,625.540566231,1,535,568,177.617869079,239.000000000,100,23
2021120303.jpg+AF8-converted.tif:0606+AC0-0855,149298,746.895527814,254.509647562,179.315954268,737.033242127,1,487,601,0.544176929,255.415928897,100,23
2021120304.jpg+AF8-converted.tif:0625+AC0-0856,136138,688.610251096,251.719001954,179.660981114,681.046988100,1,516,635,0.673047214,254.000000000,100,23
2021120305.tif+AF8-converted.tif:0600+AC0-0855,133669,684.226405857,248.737340811,0.549391542,676.106500486,1,517,601,178.983021969,249.252461182,100,23
2021120306.tif+AF8-converted.tif:0525+AC0-0886,127668,697.466819843,233.060471943,0.354679067,682.143679880,1,545,530,178.824005470,232.000000000,100,23
2021120307.tif+AF8-converted.tif:0446+AC0-0973,130126,676.462053755,244.923670261,177.565087993,668.242470964,1,639,430,178.456475258,245.701617665,100,23
2021120308.tif+AF8-converted.tif:0543+AC0-0869,120512,670.619327644,228.804386766,1.285992586,655.556252354,1,542,553,2.360474390,227.861715856,100,23
2021120309.tif+AF8-converted.tif:0602+AC0-0773,142613,711.142642382,255.336272038,178.938268123,703.344154735,1,422,603,178.207544948,256.703027799,100,23
2021120310.tif+AF8-converted.tif:0464+AC0-0870,141806,711.622295989,253.720278156,178.260707002,700.383466395,1,521,450,176.398150940,254.897343465,100,23
2021120311.tif+AF8-converted.tif:0563+AC0-0884,118445,648.676760123,232.486913586,179.109284004,638.028212542,1,565,564,0.538815898,233.850856303,100,23
2021120312.tif+AF8-converted.tif:0573+AC0-0942,121852,680.701712825,227.921837248,0.252959677,668.191589292,1,608,578,1.372091649,228.000000000,100,23
2021120313.tif+AF8-converted.tif:0517+AC0-0775,143544,725.391794016,251.954734968,176.922752841,714.226854718,1,418,509,178.555874469,255.256455368,100,23
2021120314.tif+AF8-converted.tif:0620+AC0-0805,115634,641.242675894,229.600722239,178.598626692,631.419036774,1,490,610,177.912488464,230.866221669,100,23
2021120315.tif+AF8-converted.tif:0539+AC0-0866,117875,656.646101814,228.560119250,179.114382727,643.111965368,1,545,533,178.930840515,228.000000000,100,23
2021120316.tif+AF8-converted.tif:0523+AC0-0855,133041,677.912770715,249.874422770,179.522591007,666.397028805,1,522,522,178.022102976,249.000000000,100,23
2021120317.tif+AF8-converted.tif:0562+AC0-0832,112261,638.972950163,223.695141547,177.918185023,625.582928156,1,520,559,177.526360362,220.000000000,100,23
2021120318.tif+AF8-converted.tif:0594+AC0-0781,110253,629.606516923,222.962240308,2.012077796,617.778277378,1,473,606,2.876299603,222.071406253,100,23
2021120319.tif+AF8-converted.tif:0644+AC0-0827,129653,692.938162317,238.230964422,0.458267245,680.059556215,1,487,646,0.758282219,237.000000000,100,23
2021120320.tif+AF8-converted.tif:0594+AC0-0878,142807,723.254340370,251.401905963,178.604118164,711.962077642,1,523,581,177.021050247,252.583441442,100,23
2021120321.tif+AF8-converted.tif:0640+AC0-0809,117859,647.526102789,231.747784154,178.587637343,638.414442193,1,490,636,177.935372264,231.696240529,100,23
2021120322.tif+AF8-converted.tif:0556+AC0-0898,119379,655.211395414,231.983241859,178.538789076,642.343366121,1,577,546,178.126506986,232.000000000,100,23
2021120801.jpg+AF8-converted.tif:0563+AC0-0906,117970,668.512597983,224.683976855,1.282079976,656.246904755,1,578,537,1.571745915,227.289148188,1000,230
2021120802.jpg+AF8-converted.tif:0552+AC0-0855,150645,739.437199789,259.396161393,0.271743525,727.099030394,1,492,567,179.054350863,256.000000000,1000,230
2021120803.jpg+AF8-converted.tif:0567+AC0-0831,195762,842.629740646,295.802423928,179.740645777,823.442772754,1,420,577,1.879017503,291.226105876,1000,230
2021120804.jpg+AF8-converted.tif:0533+AC0-0859,175559,782.517861048,285.653110761,0.491485004,771.210088108,1,474,534,178.662598290,279.000000000,1000,230
2021120805.jpg+AF8-converted.tif:0514+AC0-0815,165829,771.506958099,273.672243973,0.309366317,756.095232097,1,437,521,0.909380449,269.753022535,1000,230
2021120806.jpg+AF8-converted.tif:0503+AC0-0802,186647,825.637431646,287.833778118,178.859519711,818.513897255,1,393,507,177.969581904,286.914672215,1000,230
2021120807.jpg+AF8-converted.tif:0590+AC0-0866,155053,752.902392263,262.211427615,178.993844613,747.096379325,1,493,593,0.920334967,263.951973969,1000,230
2021120809.jpg+AF8-converted.tif:0584+AC0-0783,181487,779.513202989,296.436833102,179.086454585,766.627027961,1,400,584,177.682505959,294.658485094,1000,230
2021120901.jpg+AF8-converted.tif:0575+AC0-0892,115446,625.286967904,235.076724811,179.525212941,627.028707477,1,579,583,179.451731764,236.470765291,1000,230
2021120903.jpg+AF8-converted.tif:0571+AC0-0858,120993,642.895033318,239.623988758,176.777506294,639.957811109,1,539,563,176.864866241,238.810423194,1000,230
2021120904.jpg+AF8-converted.tif:0556+AC0-0841,320049,1065.772051645,382.351031277,3.242019460,1065.120181012,1,309,549,0.860716912,388.310119621,1000,230
2021120905.jpg+AF8-converted.tif:0589+AC0-0847,101120,594.193444136,216.680247879,0.753387746,586.054604964,1,554,587,179.217853646,219.406184185,1000,230
2021120906.jpg+AF8-converted.tif:0564+AC0-0856,128577,690.013778654,237.255147662,179.157184082,679.460079769,1,517,554,177.891387704,235.000000000,1000,230
2021120907.jpg+AF8-converted.tif:0583+AC0-0881,111014,609.031275273,232.085642492,177.569797351,605.185921846,1,579,567,178.579734454,236.000000000,1000,230
2021120908.jpg+AF8-converted.tif:0567+AC0-0804,199717,968.126406454,262.659483783,178.571682522,934.899459835,1,337,561,177.486488430,259.405169818,1000,230
2021120909.jpg+AF8-converted.tif:0554+AC0-0828,237238,1008.900186975,299.396121651,174.550136519,1038.784867044,1,327,419,165.789849727,386.000000000,1000,230
2021120910.jpg+AF8-converted.tif:0429+AC0-0617,370483,1188.402107059,396.930974331,170.913769208,1297.531887855,1,14,135,159.707536247,576.498656607,1000,230
2021120911.jpg+AF8-converted.tif:0584+AC0-0831,198608,988.176896869,255.901104652,1.893106138,952.277795604,1,355,560,1.383977545,249.968150933,1000,230
2021120912.jpg+AF8-converted.tif:0420+AC0-0918,278829,1121.473061020,316.562315546,8.357334118,1149.048736999,1,351,547,15.548133264,436.685877698,1000,230
2021120913.jpg+AF8-converted.tif:0347+AC0-0991,435106,982.073269909,564.106754889,15.487132720,1224.993877536,1,385,604,8.024268663,691.291872025,1000,230
2021120914.jpg+AF8-converted.tif:0534+AC0-0852,185536,924.700448274,255.468430466,0.245417653,888.068128017,1,408,544,179.290291283,252.532423153,1000,230
2021120915.jpg+AF8-converted.tif:0587+AC0-0826,219265,921.358426968,303.005714828,0.845861202,918.447058899,1,368,645,4.183398638,333.263877892,1000,230
2021120916.jpg+AF8-converted.tif:0549+AC0-0838,201128,948.885271488,269.878910389,1.431724100,914.423315538,1,382,580,3.197208275,269.438382535,1000,230
2021120917.jpg+AF8-converted.tif:0500+AC0-0838,215769,1002.896846126,273.932084231,179.693797638,967.529327721,1,355,489,178.104657582,272.000000000,1000,230
2021120918.jpg+AF8-converted.tif:0544+AC0-0820,198213,988.927366849,255.198347564,179.733604255,953.302155667,1,344,523,178.557389175,253.793554521,1000,230
2021120919.jpg+AF8-converted.tif:0454+AC0-0834,219213,887.983054694,314.319804691,172.897833932,929.904296151,1,370,550,177.472977870,413.493805042,1000,230
2021121401.jpg+AF8-converted.tif:0554+AC0-0844,131473,665.743719449,251.443036974,178.158634163,653.225841497,1,518,541,176.489321570,249.707685823,1000,230
2021121402.jpg+AF8-converted.tif:0606+AC0-0847,167940,762.227032344,280.530393268,177.729137901,754.636998828,1,470,607,177.645663943,281.370312058,1000,230
2021121405.jpg+AF8-converted.tif:0564+AC0-0839,149466,734.472982884,259.105544014,179.373580306,719.544995118,1,480,544,177.769858735,260.742742924,1000,230
2021121406.jpg+AF8-converted.tif:0570+AC0-0875,153913,745.953006777,262.708396197,178.348951116,738.244539431,1,506,533,178.525231182,261.323835612,1000,230
2021121502.jpg+AF8-converted.tif:0569+AC0-0845,108066,604.281006410,227.698542866,179.919212340,600.083327547,1,545,572,179.045158746,229.000000000,1000,230
2021121503.jpg+AF8-converted.tif:0530+AC0-0950,116292,608.505310826,243.329960317,178.015740301,606.082502635,1,647,522,179.054610896,242.643839045,1000,230
2021121504.jpg+AF8-converted.tif:0564+AC0-0856,388614,1180.577540644,419.115810189,178.606568807,1165.251904096,1,274,565,177.343852796,415.248132839,1000,230
2021121505.jpg+AF8-converted.tif:0525+AC0-0901,391602,1175.355353192,424.214813710,171.793997350,1178.081915658,1,317,488,172.881016056,432.325086017,1000,230
2021121506.jpg+AF8-converted.tif:0569+AC0-0823,421535,1272.285555595,421.851076694,1.805896720,1300.364948774,1,176,608,5.206396278,433.000000000,1000,230
2021121701.jpg+AF8-converted.tif:0547+AC0-0820,150057,738.139648639,258.837886187,179.694894574,728.116062177,1,456,553,1.023030189,262.837399050,1000,230
2021121702.jpg+AF8-converted.tif:0556+AC0-0888,138540,712.678339102,247.509425851,177.520917526,705.255981896,1,536,539,178.456232109,247.422950509,1000,230
2021121703.jpg+AF8-converted.tif:0589+AC0-0860,121987,666.863132132,232.909370544,179.171770028,655.092359900,1,533,583,179.037871247,231.511490277,1000,230
2021121704.jpg+AF8-converted.tif:0533+AC0-0864,124092,688.217189028,229.577005783,177.288928834,677.357365059,1,526,520,178.138753726,235.861494802,1000,230
2021121707.jpg+AF8-converted.tif:0559+AC0-0825,147200,737.029736923,254.292129063,1.303087717,723.846668846,1,464,575,2.771490992,250.245894579,1000,230
2021121708.jpg+AF8-converted.tif:0535+AC0-0826,157889,796.968135860,252.244110439,178.209446106,798.641346288,1,427,508,177.703655218,255.337480984,1000,230
2021121709.jpg+AF8-converted.tif:0535+AC0-0857,127121,671.416968072,241.065525393,179.903558526,663.332495812,1,526,546,1.814191909,246.711162678,1000,230
2021121710.jpg+AF8-converted.tif:0461+AC0-0898,157817,730.254433440,275.162787146,178.136338657,734.133502845,1,531,465,178.907297464,300.660196644,1000,230
2021121711.jpg+AF8-converted.tif:0507+AC0-0937,159097,781.707550254,259.136030838,179.296524329,764.512916830,1,555,499,177.901094067,260.192075019,1000,230
2021121712.jpg+AF8-converted.tif:0625+AC0-0878,145584,737.680412202,251.278606311,0.816323013,723.199834071,1,517,621,178.653044525,251.596388410,1000,230
2021121713.jpg+AF8-converted.tif:0484+AC0-0879,129572,698.377342690,236.227873108,0.461749588,689.026124323,1,535,490,179.501065330,235.633654472,1000,230
2021121714.jpg+AF8-converted.tif:0585+AC0-0883,135481,714.330036264,241.484689154,2.135606340,703.230403211,1,532,593,1.466712295,243.807692301,1000,230
2021121715.jpg+AF8-converted.tif:0590+AC0-0924,152346,755.721573665,256.672508026,178.519988724,742.194718386,1,553,585,178.687523076,256.000000000,1000,230
2021121716.jpg+AF8-converted.tif:0579+AC0-0836,130461,713.346716325,232.857459696,178.112627600,702.519038888,1,485,565,177.797401838,237.502257583,1000,230
2021121717.jpg+AF8-converted.tif:0569+AC0-0904,164586,746.821006630,280.599235760,177.754259911,746.812560151,1,532,556,176.007307032,289.000000000,1000,230
2021121718.jpg+AF8-converted.tif:0496+AC0-0957,128080,658.869925672,247.509431734,177.290390420,645.303804421,1,635,487,176.357203658,248.231686075,1000,230
2021121719.jpg+AF8-converted.tif:0569+AC0-0928,162207,764.732244907,270.066246334,0.339204381,756.264503993,1,550,570,1.515407900,271.614012078,1000,230
2021121720.jpg+AF8-converted.tif:0521+AC0-0941,160325,728.691039586,280.135364538,178.818442033,726.055782981,1,578,505,179.289758123,280.556573194,1000,230
2021121722.jpg+AF8-converted.tif:0489+AC0-0874,171072,775.203786175,280.978549488,1.472772193,760.016447190,1,494,501,0.376940480,280.000000000,1000,230
2021121723.jpg+AF8-converted.tif:0572+AC0-0940,158401,752.948572793,267.856829023,179.823752285,744.526695290,1,568,560,177.844724379,269.000000000,1000,230
2021121724.jpg+AF8-converted.tif:0548+AC0-0998,155787,755.572817654,262.521578756,177.118653809,745.745935289,1,626,525,176.078601112,267.676480333,1000,230
2021121725.jpg+AF8-converted.tif:0570+AC0-0858,135872,672.745728183,257.151545041,2.117647119,666.507314288,1,525,572,2.235636896,258.866090492,1000,230
2021121726.jpg+AF8-converted.tif:0573+AC0-0854,127232,672.492741347,240.890055454,0.920662334,653.276358060,1,528,572,1.666635155,235.915170752,1000,230
2021121727.jpg+AF8-converted.tif:0561+AC0-0835,128972,668.928852613,245.485375496,0.763712416,661.218572032,1,505,564,1.473242936,245.929861723,1000,230
2021121728.jpg+AF8-converted.tif:0625+AC0-0795,149193,724.299738475,262.264939923,0.288492504,717.006276123,1,437,623,0.239729896,260.950081603,1000,230
2021121729.jpg+AF8-converted.tif:0624+AC0-0846,158722,743.130332895,271.945738283,177.560921497,733.698166823,1,480,591,177.500270810,272.340620630,1000,230
2021121730.jpg+AF8-converted.tif:0600+AC0-0820,162434,751.236019796,275.302816638,2.053047602,744.075936985,1,449,612,3.081589354,275.633293578,1000,230
2021121731.jpg+AF8-converted.tif:0555+AC0-0840,137316,715.238181262,244.444670188,179.320679464,705.283630889,1,488,528,178.375023642,243.056634944,1000,230
2021121732.jpg+AF8-converted.tif:0553+AC0-0849,148052,746.737980567,252.438828589,179.817429853,754.129962274,1,472,554,1.063725134,263.850268928,1000,230
2021121733.jpg+AF8-converted.tif:0463+AC0-0855,159438,766.861203993,264.719046258,179.280872863,758.480718278,1,476,445,177.959983801,266.000000000,1000,230
2021121734.jpg+AF8-converted.tif:0562+AC0-0839,139446,717.588069805,247.423513609,0.766770011,708.138404551,1,485,559,178.867180242,248.444279374,1000,230
2021121735.jpg+AF8-converted.tif:0561+AC0-0830,124870,688.145446515,231.040433031,179.566633289,669.107614663,1,496,560,178.972383214,232.450885193,1000,230
2021121736.jpg+AF8-converted.tif:0491+AC0-0885,130586,696.643045482,238.669229912,179.034921213,688.529592683,1,541,486,177.752627027,243.953330193,1000,230
2021121737.jpg+AF8-converted.tif:0571+AC0-0823,165193,760.483027732,276.574561750,179.417489219,743.962364640,1,452,557,4.162435439,278.000000000,1000,230
2021121738.jpg+AF8-converted.tif:0544+AC0-0852,136964,728.358107270,239.426154888,0.075529444,718.017409260,1,493,537,0.398989230,238.737480786,1000,230
2021121739.jpg+AF8-converted.tif:0526+AC0-0856,156168,772.829170961,257.287484341,0.019268035,764.147237121,1,474,506,178.875227372,259.983123362,1000,230
2021121740.jpg+AF8-converted.tif:0609+AC0-0835,121108,665.227390511,231.799677800,179.039961913,660.193910908,1,505,605,178.611283410,240.000000000,1000,230
2021121741.jpg+AF8-converted.tif:0588+AC0-0873,130952,696.036858892,239.546602643,0.750387037,686.210609070,1,530,594,1.419575710,240.000000000,1000,230
2021121742.jpg+AF8-converted.tif:0556+AC0-0867,131314,700.573225766,238.653393290,179.635735537,683.211533860,1,526,562,1.425808466,239.861131931,1000,230
2021121743.jpg+AF8-converted.tif:0559+AC0-0770,166257,787.736809661,268.725524049,178.778267059,779.256697116,1,381,577,1.470685382,267.961036853,1000,230
2021121744.jpg+AF8-converted.tif:0564+AC0-0950,129137,701.492759988,234.389211788,0.513445926,689.939852451,1,606,583,2.990963867,235.936770341,1000,230
2021121745.jpg+AF8-converted.tif:0527+AC0-0893,172451,753.434653970,291.427307693,179.844507010,754.023872301,1,516,539,0.455924962,295.961223302,1000,230
2021121746.jpg+AF8-converted.tif:0540+AC0-0818,129286,704.207470527,233.755043322,175.888352472,688.106096471,1,475,503,176.750888439,232.849570150,1000,230
2021122101.jpg+AF8-converted.tif:0465+AC0-0831,171686,692.651383320,315.595131608,168.730179449,699.140186229,1,482,544,1.147401546,381.437919966,1000,230
2021122102.jpg+AF8-converted.tif:0551+AC0-0823,144328,714.119927109,257.329490519,179.452106420,708.180767883,1,469,547,178.705400482,256.422495415,1000,230
2021122103.jpg+AF8-converted.tif:0534+AC0-0817,160425,740.260297016,275.929230282,177.993573074,734.260171874,1,451,530,176.642703729,303.548452431,1000,230
2021122104.jpg+AF8-converted.tif:0538+AC0-0876,152664,742.319504105,261.851993357,179.558912701,734.196840091,1,509,550,1.326776764,263.920085103,1000,230
2021122105.jpg+AF8-converted.tif:0534+AC0-0849,118331,649.366851148,232.016322209,178.281347683,637.706045134,1,531,524,177.303604007,231.170716300,1000,230
2021122106.jpg+AF8-converted.tif:0600+AC0-0835,153092,748.642018256,260.368485377,0.280638456,732.273173071,1,469,601,178.434930914,261.000000000,1000,230
2021122107.jpg+AF8-converted.tif:0628+AC0-0824,117806,667.374256908,224.754335748,179.112899140,655.037403512,1,497,625,179.387702002,224.814547600,1000,230
2021122108.jpg+AF8-converted.tif:0545+AC0-0846,142572,711.221356457,255.234613983,2.636217715,702.442880240,1,496,564,3.673005965,257.084592702,1000,230
2021122109.jpg+AF8-converted.tif:0569+AC0-0828,114177,633.568057844,229.453915328,2.710349177,626.156529951,1,515,581,1.281161695,233.562677648,1000,230
2021122110.jpg+AF8-converted.tif:0573+AC0-0841,105194,590.757907885,226.720893417,179.044708091,592.165517402,1,545,572,178.645284749,229.000000000,1000,230
2021122112.jpg+AF8-converted.tif:0561+AC0-0847,91369,541.249155197,214.937285067,1.277236192,537.059587011,1,579,559,0.853505272,217.811789022,1000,230
2021122113.jpg+AF8-converted.tif:0595+AC0-0823,76643,510.236991251,191.254064485,2.743355617,500.840293906,1,573,607,3.319436350,191.000000000,1000,230
2022011401.jpg+AF8-converted.tif:0569+AC0-0882,81199,506.765933292,204.010907208,175.904499077,504.147795790,1,631,561,176.133006530,207.816049269,1000,230
2022011402.jpg+AF8-converted.tif:0608+AC0-0920,82792,513.458394411,205.302025510,179.851903714,513.078941295,1,664,600,178.994913995,209.000000000,1000,230
2022011403.jpg+AF8-converted.tif:0527+AC0-0866,82234,514.422839274,203.536026646,173.096734467,509.816633703,1,612,505,175.161693710,206.286090708,1000,230
2022011404.jpg+AF8-converted.tif:0558+AC0-0803,73225,493.540742860,188.906320323,177.571995463,489.331176199,1,559,555,177.891904688,188.912049767,1000,230
2022011405.jpg+AF8-converted.tif:0551+AC0-0825,85803,531.371256016,205.595939600,176.565452668,527.853199289,1,562,545,176.741897006,206.796727789,1000,230
2022011406.jpg+AF8-converted.tif:0540+AC0-0886,86520,521.011441355,211.436211696,178.524092815,521.310847767,1,626,543,178.021278339,213.506735525,1000,230
2022011407.jpg+AF8-converted.tif:0477+AC0-0840,88666,559.874843463,201.639810739,0.454548919,557.032315041,1,562,482,179.382834145,203.000000000,1000,230
2022011408.jpg+AF8-converted.tif:0580+AC0-0895,85670,537.685266504,202.866692827,178.423415693,532.093976662,1,629,581,178.923138479,204.700038073,1000,230
2022011409.jpg+AF8-converted.tif:0561+AC0-0897,81119,524.891628924,196.771891449,179.413848729,529.212622676,1,633,567,178.375791178,204.928559876,1000,230
2022011410.jpg+AF8-converted.tif:0526+AC0-0947,81655,533.607083195,194.836947071,0.313660865,534.023407727,1,680,531,179.463538341,196.000000000,1000,230
2022011411.jpg+AF8-converted.tif:0581+AC0-0859,78702,517.101242006,193.785066656,0.416024338,512.035155043,1,603,575,0.671404183,193.000000000,1000,230
2022011412.jpg+AF8-converted.tif:0497+AC0-0904,116651,641.174039710,231.644852933,179.211431988,636.962322277,1,586,472,176.850107583,233.219345370,1000,230
2022011413.jpg+AF8-converted.tif:0502+AC0-0864,152819,744.951844660,261.191639945,178.979105172,741.043183627,1,494,503,0.618553885,265.273935435,1000,230
2022011414.jpg+AF8-converted.tif:0580+AC0-0892,126274,678.725381856,236.880857221,2.162384636,665.390862576,1,560,600,3.705245633,234.000000000,1000,230
2022011415.jpg+AF8-converted.tif:0557+AC0-0829,145019,711.409555589,259.546591815,0.512870703,700.182833266,1,479,555,1.309389819,265.307066110,1000,230
2022011416.jpg+AF8-converted.tif:0547+AC0-0796,124673,654.840482922,242.408033560,179.716327658,645.310003022,1,474,535,178.223955747,241.520362783,1000,230
2022011417.jpg+AF8-converted.tif:0538+AC0-0763,123535,630.593921416,249.430959952,0.051341865,626.422381465,1,450,535,177.895829978,251.954325336,1000,230
2022011418.jpg+AF8-converted.tif:0565+AC0-0795,151796,734.593388684,263.101564634,179.115467956,726.942226040,1,432,550,177.082491341,272.800370606,1000,230
2022011419.jpg+AF8-converted.tif:0548+AC0-0861,134751,689.400688958,248.868770572,179.822820190,680.294054068,1,521,537,178.315315682,252.000000000,1000,230
2022011420.jpg+AF8-converted.tif:0503+AC0-0798,151194,819.852292614,234.805929630,179.553695859,805.121729927,1,396,510,179.003652103,239.176599412,1000,230
2022011421.jpg+AF8-converted.tif:0561+AC0-0845,113238,653.125594865,220.752487271,178.231384294,660.109081895,1,515,529,178.958373324,223.916992112,1000,230
2022011422.jpg+AF8-converted.tif:0539+AC0-0934,122833,661.716843324,236.348575038,0.309930926,653.172259056,1,608,540,1.315904405,235.000000000,1000,230
2022011423.jpg+AF8-converted.tif:0560+AC0-0804,118075,665.185661133,226.008719112,179.882943921,654.076448131,1,477,558,0.876013989,227.000000000,1000,230
2022011424.jpg+AF8-converted.tif:0649+AC0-0856,143460,708.442412512,257.831747312,1.310453540,701.410721332,1,506,651,1.960858499,260.545207400,1000,230
2022011425.jpg+AF8-converted.tif:0603+AC0-0835,142427,721.463366593,251.355366100,179.666494777,711.310058976,1,480,607,178.308211432,253.000000000,1000,230
2022011426.jpg+AF8-converted.tif:0527+AC0-0835,141481,722.751152126,249.240978030,0.152647574,711.404947973,1,480,520,178.066699305,250.556089090,1000,230
2022011427.jpg+AF8-converted.tif:0560+AC0-0833,149626,727.214446239,261.971886155,1.041106283,717.011157514,1,475,541,0.319638411,265.883829933,1000,230
