Label,Area,Major,Minor,Angle,Feret,Slice,FeretX,FeretY,FeretAngle,MinFeret,Scale+AF8-um,Scale+AF8-px
2020120101.jpg+AF8-converted.tif:0488+AC0-0792,396612,1217.221699859,414.864508557,178.903002883,1207.719338257,1,189,463,176.154367679,425.874149604,100,45
2020120102.jpg+AF8-converted.tif:0483+AC0-0782,397805,1237.474578960,409.302191500,177.690047327,1255.048206245,1,155,450,179.497818776,417.894669901,100,45
2020120103.jpg+AF8-converted.tif:0611+AC0-0825,415524,1245.836966379,424.663581884,179.091502149,1243.860120753,1,204,604,176.866161845,425.957151478,100,45
2020120201.jpg+AF8-converted.tif:0587+AC0-0841,383955,1194.136688723,409.389221532,179.686608935,1182.956043139,1,251,608,176.704643519,411.000000000,100,45
2020120202.jpg+AF8-converted.tif:0647+AC0-0761,405241,1208.591860140,426.917376630,0.193568068,1209.566037883,1,157,647,1.752921731,433.000000000,100,45
2020120203.jpg+AF8-converted.tif:0595+AC0-0739,402347,1263.396825744,405.481556283,1.454164890,1254.318938707,1,114,659,4.756054856,405.396607254,100,45
2020120204.jpg+AF8-converted.tif:0516+AC0-0817,394203,1187.160768416,422.785912074,1.840298295,1196.607287292,1,219,520,2.970005053,434.147096527,100,45
2020120205.jpg+AF8-converted.tif:0563+AC0-0751,466905,1254.259363279,473.970477749,178.294702988,1271.983097372,1,116,561,176.800180947,481.640131114,100,45
2020120206.jpg+AF8-converted.tif:0607+AC0-0699,508051,1256.282054121,514.908751439,179.891477720,1290.802076230,1,56,611,175.601294645,532.000000000,100,45
2020120207.jpg+AF8-converted.tif:0531+AC0-0774,458733,1200.863332475,486.380906369,0.837315425,1229.322170954,1,160,545,2.657587128,496.652689201,100,45
2020120208.jpg+AF8-converted.tif:0526+AC0-0828,445008,1249.129963282,453.597143595,0.131304702,1268.763177271,1,194,544,178.012615798,466.907013963,100,45
2020120209.jpg+AF8-converted.tif:0575+AC0-0847,356749,1142.757122778,397.483354328,178.233670951,1151.502062525,1,272,549,178.308001576,404.000000000,100,45
2020120210.jpg+AF8-converted.tif:0526+AC0-0817,463560,1250.031903522,472.166287672,178.159660384,1270.190536888,1,182,511,0.992426053,489.492952634,100,45
2020120211.jpg+AF8-converted.tif:0571+AC0-0777,455852,1316.178799601,440.980202023,179.412832968,1338.896934047,1,108,535,177.902661354,451.000000000,100,45
2020120301.jpg+AF8-converted.tif:0573+AC0-0831,322905,1121.447486536,366.611384063,178.188024095,1108.115517444,1,277,548,179.172681625,371.700286101,100,45
2020120302.jpg+AF8-converted.tif:0527+AC0-0765,460767,1265.002755660,463.767183655,0.612280887,1280.016406145,1,126,542,2.283453885,468.833423463,100,45
2020120303.jpg+AF8-converted.tif:0512+AC0-0740,488296,1302.657348680,477.268851526,1.168811717,1321.296711568,1,80,515,178.785736838,485.987949268,100,45
2020120304.jpg+AF8-converted.tif:0570+AC0-0745,323117,1049.677352873,391.935046374,1.205943564,1048.038644326,1,221,577,0.492031812,397.496268878,100,45
2020120305.jpg+AF8-converted.tif:0657+AC0-0772,537462,1355.378310208,504.890676676,178.721368306,1391.112145012,1,78,647,176.166747121,522.000000000,100,45
2020120306.jpg+AF8-converted.tif:0552+AC0-0794,429402,1207.568266340,452.754202166,175.885176598,1225.094690218,1,185,514,173.014205682,461.252816746,100,45
2020120307.jpg+AF8-converted.tif:0599+AC0-0810,397535,1143.538520527,442.623727431,177.329790167,1152.173598031,1,234,565,179.005381526,452.887122394,100,45
2020120308.jpg+AF8-converted.tif:0582+AC0-0714,419984,1204.381073317,443.995882037,178.448508024,1221.001638001,1,104,554,0.093850497,457.000000000,100,45
2020120309.jpg+AF8-converted.tif:0624+AC0-0809,506702,1302.500902522,495.318676975,178.836135878,1330.467962786,1,145,613,176.509626691,509.739878462,100,45
2020120310.jpg+AF8-converted.tif:0474+AC0-0806,452408,1238.553199759,465.077928075,179.235510511,1252.792879929,1,181,449,3.065669984,475.424204989,100,45
2020120311.jpg+AF8-converted.tif:0605+AC0-0798,419116,1213.013312242,439.925151394,177.478239250,1230.032926389,1,183,572,179.580770071,449.000000000,100,45
2020120312.jpg+AF8-converted.tif:0586+AC0-0798,541136,1363.543727070,505.297879783,178.497881808,1381.495566406,1,108,583,1.534711668,516.541161040,100,45
2020120313.jpg+AF8-converted.tif:0543+AC0-0757,524524,1370.091815047,487.445214713,177.413053948,1410.102478545,1,52,508,0.690766709,500.492111748,100,45
2020120314.jpg+AF8-converted.tif:0582+AC0-0754,473487,1297.904248655,464.489096898,0.244968095,1319.388115757,1,95,591,178.610230968,478.343337033,100,45
2020120315.jpg+AF8-converted.tif:0570+AC0-0765,525396,1315.773275814,508.412031269,178.158940734,1340.119770767,1,96,533,175.506200724,522.098382311,100,45
2020120316.jpg+AF8-converted.tif:0610+AC0-0803,515997,1324.986787242,495.844782522,179.078502384,1339.989925335,1,134,612,176.877093267,504.000000000,100,45
2020120401.jpg+AF8-converted.tif:0601+AC0-0799,426956,1222.923242390,444.522799321,178.146106303,1242.636712801,1,180,562,175.615440004,454.798773085,100,45
2020120402.jpg+AF8-converted.tif:0585+AC0-0827,324262,1099.961504593,375.343318408,0.264884406,1112.115101957,1,271,588,0.824342821,383.000000000,100,45
2020120403.jpg+AF8-converted.tif:0490+AC0-0800,461887,1312.975575140,447.908403427,178.903601159,1323.646478483,1,139,503,177.141918005,456.719192974,100,45
2020120404.jpg+AF8-converted.tif:0564+AC0-0835,423993,1255.756008280,429.896134863,178.217629058,1271.819169536,1,200,543,176.935121133,440.330014192,100,45
2020120801.jpg+AF8-converted.tif:0519+AC0-0755,336562,1113.218187601,384.941651536,0.077809471,1108.218390030,1,201,512,178.862507636,391.270642029,100,45
2020120802.jpg+AF8-converted.tif:0495+AC0-0810,316668,1072.406522814,375.971435808,177.818422803,1065.046947322,1,278,491,0.537972730,378.246055000,100,45
2020120803.jpg+AF8-converted.tif:0539+AC0-0762,336876,1142.484276369,375.430851648,179.746002055,1143.318853164,1,191,559,1.353191954,386.000000000,100,45
2020120804.jpg+AF8-converted.tif:0532+AC0-0797,307558,1085.385090794,360.789005876,179.860406913,1082.166807844,1,256,518,1.006014729,369.485229366,100,45
2020120805.jpg+AF8-converted.tif:0586+AC0-0795,284180,1006.363296728,359.541345555,0.316729978,1010.677495544,1,290,582,2.098016104,368.293549235,100,45
2020120806.jpg+AF8-converted.tif:0655+AC0-0803,468885,1360.091724406,438.943133923,175.794899337,1361.567111824,1,125,616,174.817000531,443.201023178,100,45
2020120807.jpg+AF8-converted.tif:0615+AC0-0833,509343,1318.103687800,492.006551106,178.609336442,1339.095590315,1,164,599,179.315392947,499.984476230,100,45
2020120808.jpg+AF8-converted.tif:0573+AC0-0769,429518,1268.707243665,431.052400391,179.842241637,1278.723191312,1,130,586,178.072934706,441.000000000,100,45
2020120809.jpg+AF8-converted.tif:0522+AC0-0769,367043,1217.884066933,383.725902085,179.903996278,1216.383574371,1,162,511,177.266967568,390.000000000,100,45
2020120810.jpg+AF8-converted.tif:0589+AC0-0786,469458,1312.419056735,455.443318294,177.980291703,1309.307068644,1,133,581,175.926854413,466.511884045,100,45
2020120811.jpg+AF8-converted.tif:0571+AC0-0874,374943,1139.026756694,419.122950199,0.093130147,1154.443588921,1,297,574,1.588384076,432.000000000,100,45
2020120812.jpg+AF8-converted.tif:0551+AC0-0847,464488,1327.998102261,445.335342459,178.353831633,1359.994485283,1,168,532,177.808735994,453.000000000,100,45
2020120813.jpg+AF8-converted.tif:0514+AC0-0766,458307,1262.712408560,462.127870189,177.908158574,1281.600561798,1,127,503,175.704159489,470.605979417,100,45
2020120814.jpg+AF8-converted.tif:0608+AC0-0840,455151,1216.044546246,476.558407186,0.201654965,1225.558648127,1,228,596,1.730040432,486.000000000,100,45
2020120815.jpg+AF8-converted.tif:0613+AC0-0774,493777,1288.684846218,487.858924178,176.949997467,1315.038022264,1,119,570,174.983078963,497.601256749,100,45
2020120816.jpg+AF8-converted.tif:0592+AC0-0852,444583,1271.661280191,445.134773964,178.968699479,1286.822443074,1,209,596,2.048586820,458.000000000,100,45
2020120817.jpg+AF8-converted.tif:0547+AC0-0811,454928,1237.307145719,468.139476614,177.926164262,1256.269079457,1,183,529,1.185889758,480.892561285,100,45
2020120818.jpg+AF8-converted.tif:0520+AC0-0735,499879,1331.140352509,478.135689586,179.216718878,1349.963703216,1,61,538,177.834919354,487.553494628,100,45
2020120819.jpg+AF8-converted.tif:0618+AC0-0820,503967,1320.249244106,486.022405622,178.156555899,1338.393066330,1,152,626,176.573206843,501.209761220,100,45
2020120820.jpg+AF8-converted.tif:0647+AC0-0741,540340,1534.525584665,448.335474154,33.247797777,1506.062747697,1,101,1079,31.727133088,444.442754425,100,45
2020120821.jpg+AF8-converted.tif:0639+AC0-0794,553782,1480.750917096,476.175387381,29.574001093,1483.477670880,1,137,1030,32.222365116,485.434753675,100,45
2020120822.jpg+AF8-converted.tif:0577+AC0-0787,504205,1434.290044657,447.589904876,1.222232194,1445.124562105,1,65,602,2.260501911,457.973483937,100,45
2020120823.jpg+AF8-converted.tif:0669+AC0-0759,548006,1406.159159299,496.204789720,32.384417112,1418.352918000,1,147,1079,35.270008283,508.458086058,100,45
2020120824.jpg+AF8-converted.tif:0651+AC0-0761,562718,1464.538775113,489.215323151,29.125774087,1442.148744062,1,147,1040,28.448750922,496.378940901,100,45
2020120825.jpg+AF8-converted.tif:0561+AC0-0815,445155,1240.743855368,456.813827515,178.428792477,1262.411977129,1,185,546,176.457638808,468.794635895,100,45
2020120826.jpg+AF8-converted.tif:0601+AC0-0802,491822,1306.020403167,479.477363334,0.800655555,1343.164174626,1,131,594,0.895840149,490.675183887,100,45
2020120827.jpg+AF8-converted.tif:0598+AC0-0775,426268,1215.589715509,446.483930664,179.881314420,1217.907221425,1,167,587,177.788361512,454.726872924,100,45
2020120828.jpg+AF8-converted.tif:0576+AC0-0842,444830,1226.218834772,461.887495628,0.157728030,1243.521210113,1,221,589,178.341052590,470.620018043,100,45
2020120829.jpg+AF8-converted.tif:0575+AC0-0740,479421,1231.714259167,495.583915858,179.480119880,1257.954689168,1,112,561,2.232356744,514.326636539,100,45
2020120830.jpg+AF8-converted.tif:0482+AC0-0872,441006,1232.604646577,455.544509121,176.797907204,1246.610203712,1,249,441,178.207218214,465.644327589,100,45
2020120831.jpg+AF8-converted.tif:0583+AC0-0761,410712,1176.731212385,444.396098611,0.174920119,1200.843453578,1,161,595,2.147585428,455.569608210,100,45
2020120832.jpg+AF8-converted.tif:0573+AC0-0770,476933,1285.283221002,472.463925356,0.021011363,1315.950227022,1,113,578,177.822502207,483.000000000,100,45
2020120833.jpg+AF8-converted.tif:0542+AC0-0777,484580,1285.332114324,480.021009132,179.299492940,1307.994648307,1,124,537,177.765414658,488.922235667,100,45
2020120834.jpg+AF8-converted.tif:0571+AC0-0727,486660,1221.943793894,507.089409462,1.670104540,1247.048515496,1,104,578,179.494597251,519.206158463,100,45
2020120835.jpg+AF8-converted.tif:0626+AC0-0764,440749,1195.274418493,469.498089660,0.205515720,1222.982011315,1,153,625,177.703772541,483.957774231,100,45
2020120836.jpg+AF8-converted.tif:0643+AC0-0754,427061,1174.598627791,462.924900769,178.847945629,1184.324702098,1,163,629,177.289796900,472.174405817,100,45
2020120837.jpg+AF8-converted.tif:0641+AC0-0718,514810,1325.618966234,494.468219542,179.480803699,1342.728937649,1,49,713,4.271068884,509.166493209,100,45
2020120838.jpg+AF8-converted.tif:0561+AC0-0799,501986,1293.519657288,494.115742658,179.236633162,1308.634784804,1,146,547,176.363581413,509.582170356,100,45
2020120839.jpg+AF8-converted.tif:0631+AC0-0754,477845,1248.279389303,487.399820479,179.901269430,1269.113864080,1,120,621,0.767509843,497.620407169,100,45
2020120840.jpg+AF8-converted.tif:0575+AC0-0805,502354,1273.542994469,502.234303069,0.437477345,1300.744402256,1,155,586,178.061498231,515.704795226,100,45
2020120841.jpg+AF8-converted.tif:0587+AC0-0774,469995,1255.295981681,476.713244176,177.335260617,1264.571073527,1,142,545,178.278018951,483.278003839,100,45
2021010401.jpg+AF8-converted.tif:0506+AC0-0819,423663,1207.223720421,446.830588329,0.847837608,1220.321269175,1,209,524,178.685245709,452.768362327,100,45
2021010402.jpg+AF8-converted.tif:0525+AC0-0775,356836,1093.690903659,415.416919593,179.975910520,1104.130879923,1,223,538,0.882202244,419.839701651,100,45
2021010403.jpg+AF8-converted.tif:0601+AC0-0884,395507,1150.603346609,437.661818127,0.523254061,1154.364327238,1,307,608,1.439538967,442.000000000,100,45
2021010404.jpg+AF8-converted.tif:0527+AC0-0862,397236,1191.714877252,424.410732338,0.495706548,1201.633055471,1,262,570,1.859908796,429.811992567,100,45
2021010405.jpg+AF8-converted.tif:0570+AC0-0880,381804,1209.904740562,401.790268970,179.604240103,1205.302451669,1,278,591,1.283591065,414.515692274,100,45
20210112.jpg+AF8-converted.tif:0543+AC0-0825,433022,1215.638069940,453.540200635,179.152984054,1218.561857273,1,216,551,1.739977099,451.447951623,100,45
2021011202.jpg+AF8-converted.tif:0595+AC0-0814,434374,1246.689016646,443.624790642,179.267115061,1264.873511463,1,182,602,177.870520900,451.000000000,100,45
2021011203.jpg+AF8-converted.tif:0596+AC0-0765,382252,1121.418574535,434.002408651,2.028830462,1127.007098469,1,202,581,179.796644050,435.459306586,100,45
2021011204.jpg+AF8-converted.tif:0625+AC0-0795,406661,1170.196468500,442.470029982,2.062984030,1184.571652539,1,204,688,2.951775072,444.975503996,100,45
2021011205.jpg+AF8-converted.tif:0600+AC0-0752,428952,1196.237375586,456.563772659,1.127975724,1206.280232782,1,149,593,178.764958925,458.471130336,100,45
2021011206.jpg+AF8-converted.tif:0509+AC0-0786,396053,1158.803702834,435.164592742,178.819828055,1163.300906902,1,205,481,177.290088010,437.693757943,100,45
2021011207.jpg+AF8-converted.tif:0549+AC0-0796,397520,1152.951600176,438.993435410,179.694602840,1161.362131292,1,216,565,1.430863195,438.000000000,100,45
2021011208.jpg+AF8-converted.tif:0526+AC0-0727,417526,1205.667674123,440.926322871,179.208671730,1209.344037071,1,123,494,177.298477739,441.000000000,100,45
2021011209.jpg+AF8-converted.tif:0514+AC0-0806,418177,1227.748697123,433.671397368,1.971496271,1241.702460334,1,186,539,3.000661413,439.169024553,100,45
2021011210.jpg+AF8-converted.tif:0568+AC0-0826,433781,1206.428029084,457.803623291,1.262537928,1216.684429094,1,218,583,3.015262591,458.236016935,100,45
2021011211.jpg+AF8-converted.tif:0593+AC0-0851,440439,1233.053883465,454.793062463,177.479019795,1243.511962146,1,231,576,176.357560667,455.408861101,100,45
2021011212.jpg+AF8-converted.tif:0649+AC0-0744,436888,1188.993064490,467.843837642,179.498822899,1191.082280953,1,149,660,0.673471008,471.822692708,100,45
2021011213.jpg+AF8-converted.tif:0595+AC0-0761,401712,1209.518181366,422.875498587,178.471910155,1219.984426130,1,152,526,177.698127519,422.886495090,100,45
2021011214.jpg+AF8-converted.tif:0562+AC0-0767,440262,1205.246737810,465.098946845,0.786091858,1217.006573524,1,159,558,179.811682586,466.000000000,100,45
2021011215.jpg+AF8-converted.tif:0498+AC0-0775,405161,1157.448504145,445.693268717,178.798043033,1163.761143878,1,194,467,176.847479592,446.764617951,100,45
2021011216.jpg+AF8-converted.tif:0506+AC0-0711,436301,1213.708260585,457.701166456,179.560327406,1226.719201774,1,98,533,1.962057108,464.552670371,100,45
2021011217.jpg+AF8-converted.tif:0535+AC0-0754,433972,1227.256508226,450.232129962,178.798173948,1231.058487644,1,139,521,179.441488565,446.743631977,100,45
2021011218.jpg+AF8-converted.tif:0568+AC0-0741,434641,1190.568883851,464.821579389,176.786292967,1198.384329003,1,143,536,175.692967814,467.563379460,100,45
2021011219.jpg+AF8-converted.tif:0569+AC0-0875,456099,1303.853222597,445.390073859,0.777531061,1310.842858622,1,220,584,177.945231240,448.805565238,100,45
2021011220.jpg+AF8-converted.tif:0514+AC0-0807,483245,1321.507273813,465.594594890,176.737462862,1332.223704938,1,143,492,175.436367698,467.150985016,100,45
2021011221.jpg+AF8-converted.tif:0507+AC0-0780,524530,1372.571694974,486.570093821,1.437151310,1383.117131699,1,89,520,179.254326968,491.000000000,100,45
2021011222.jpg+AF8-converted.tif:0550+AC0-0823,468090,1286.065272531,463.421811649,173.715399253,1298.970746399,1,180,451,171.589191119,471.501498171,100,45
2021011223.jpg+AF8-converted.tif:0595+AC0-0771,575091,1385.535300463,528.480654933,23.827915374,1405.205323076,1,117,895,21.324397366,536.400241452,100,45
2021011224.jpg+AF8-converted.tif:0599+AC0-0766,567385,1431.771887731,504.561533356,29.713234392,1444.372874295,1,127,978,27.771473351,511.537172819,100,45
2021011225.jpg+AF8-converted.tif:0526+AC0-0798,488939,1304.106507947,477.366277961,3.600636209,1326.217176785,1,135,560,1.036914465,485.045427242,100,45
2021011226.jpg+AF8-converted.tif:0523+AC0-0760,524924,1345.181429304,496.850447249,1.546154677,1366.556621586,1,77,535,178.364620387,503.778718212,100,45
2021011227.jpg+AF8-converted.tif:0583+AC0-0797,512401,1335.371862337,488.559954244,176.276000051,1344.366393510,1,128,548,174.878883720,493.499795085,100,45
2021011228.jpg+AF8-converted.tif:0561+AC0-0780,491778,1317.312182700,475.324835718,174.652541218,1333.045385574,1,121,512,171.675386941,482.283919168,100,45
2021011229.jpg+AF8-converted.tif:0545+AC0-0783,476817,1342.704891886,452.148691548,176.079582572,1336.216299856,1,116,487,177.555148282,456.047213497,100,45
2021011230.jpg+AF8-converted.tif:0590+AC0-0803,517766,1347.909535228,489.083376065,178.952092654,1360.194471390,1,123,566,0.968880380,498.185549693,100,45
2021011231.jpg+AF8-converted.tif:0551+AC0-0792,512996,1302.302278063,501.547762369,179.060211030,1321.667507356,1,132,549,1.821054031,507.000000000,100,45
2021011232.jpg+AF8-converted.tif:0517+AC0-0758,526110,1312.963557697,510.192421529,1.845701638,1331.046205058,1,93,534,3.877068669,517.280044524,100,45
2021011233.jpg+AF8-converted.tif:0524+AC0-0792,509812,1271.981053795,510.316405141,178.818796104,1297.126054013,1,145,505,176.021383892,521.468504074,100,45
2021011234.jpg+AF8-converted.tif:0547+AC0-0779,538528,1360.886249212,503.844568893,1.026965341,1394.080700677,1,82,556,179.383498189,513.165111923,100,45
2021011235.jpg+AF8-converted.tif:0623+AC0-0737,563219,1367.024218249,524.579369972,176.468213418,1379.800710248,1,48,597,175.219116125,542.445436017,100,45
2021011236.jpg+AF8-converted.tif:0665+AC0-0810,505683,1317.880048026,488.554017996,178.892624124,1328.543563456,1,146,662,1.639040423,505.000000000,100,45
2021011237.jpg+AF8-converted.tif:0512+AC0-0778,568480,1362.209234606,531.350983390,178.296212310,1398.946031840,1,81,473,175.695531039,545.952488389,100,45
2021011238.jpg+AF8-converted.tif:0619+AC0-0778,473621,1286.601918728,468.702072987,1.937049682,1307.700653820,1,126,651,3.682923424,478.890408673,100,45
2021011239.jpg+AF8-converted.tif:0686+AC0-0786,556841,1375.617461908,515.399085111,178.393811003,1386.923213448,1,93,654,176.279357049,527.076309445,100,45
2021011240.jpg+AF8-converted.tif:0565+AC0-0798,541898,1316.638303119,524.036070634,178.544758749,1330.006015024,1,133,554,0.172317614,537.000000000,100,45
2021011241.jpg+AF8-converted.tif:0648+AC0-0749,534487,1314.425778184,517.739377789,1.596527402,1345.081781900,1,77,656,3.879244824,529.023001021,100,45
2021011242.jpg+AF8-converted.tif:0600+AC0-0771,518592,1301.054498296,507.505137447,0.428786155,1329.795848993,1,107,596,178.017641756,522.000000000,100,45
2021011243.jpg+AF8-converted.tif:0558+AC0-0767,482509,1298.744197689,473.033520060,175.935435129,1323.598504079,1,109,500,174.276484946,486.478286520,100,45
2021011244.jpg+AF8-converted.tif:0642+AC0-0743,454324,1281.363207445,451.443649670,176.730932846,1302.443856755,1,92,596,178.504136808,461.302618551,100,45
2021011245.jpg+AF8-converted.tif:0577+AC0-0787,543101,1363.183414457,507.266786444,178.434886465,1395.732065978,1,91,564,175.809092473,520.000000000,100,45
2021011401.jpg+AF8-converted.tif:0560+AC0-0783,549158,1440.173822544,485.503673905,178.964564335,1455.236406911,1,57,519,176.178068177,494.067427178,100,45
2021011402.jpg+AF8-converted.tif:0602+AC0-0818,486230,1289.411925818,480.131485866,179.288252218,1301.829865996,1,168,595,176.961767240,490.761054983,100,45
2021011403.jpg+AF8-converted.tif:0595+AC0-0781,478334,1299.070950083,468.822556884,179.744973098,1307.581737407,1,128,594,178.290839667,473.903460059,100,45
2021011404.jpg+AF8-converted.tif:0625+AC0-0812,464241,1258.988271705,469.496033261,178.840374633,1272.908480607,1,177,592,176.126042475,474.000000000,100,45
2021011405.jpg+AF8-converted.tif:0480+AC0-0791,472639,1263.420659559,476.312193117,179.318653027,1273.276482151,1,155,468,177.434216938,479.000000000,100,45
2021011406.jpg+AF8-converted.tif:0601+AC0-0764,486847,1280.656018030,484.027595161,179.951333441,1283.014029541,1,123,590,177.721883975,487.000000000,100,45
2021011407.jpg+AF8-converted.tif:0575+AC0-0791,503353,1355.023445804,472.972586966,177.277609084,1361.750711401,1,112,534,175.746510334,480.712533928,100,45
2021011408.jpg+AF8-converted.tif:0579+AC0-0766,540984,1396.256335938,493.320749306,178.554617810,1398.070098386,1,67,569,0.573758298,500.194081601,100,45
2021011409.jpg+AF8-converted.tif:0576+AC0-0771,496883,1342.210527522,471.350113663,177.360467485,1354.378086060,1,94,570,178.646142025,482.866520814,100,45
2021011410.jpg+AF8-converted.tif:0665+AC0-0806,527593,1323.707459973,507.477891784,178.689449607,1327.846376657,1,143,651,176.978140967,513.440932999,100,45
2021011411.jpg+AF8-converted.tif:0535+AC0-0762,457079,1253.086627221,464.430028400,179.211755149,1265.174296293,1,130,524,0.951067872,474.907544040,100,45
2021011412.jpg+AF8-converted.tif:0607+AC0-0804,517840,1356.445837291,486.074967182,1.069636209,1379.419080628,1,115,629,178.587627332,494.789712415,100,45
2021011413.jpg+AF8-converted.tif:0620+AC0-0777,506741,1336.528682763,482.745105631,0.611786589,1342.153493457,1,107,657,3.246133687,490.000000000,100,45
2021011414.jpg+AF8-converted.tif:0614+AC0-0767,460369,1313.027924136,446.418545406,178.776805741,1310.772672892,1,112,609,178.032597970,452.872674725,100,45
2021011415.jpg+AF8-converted.tif:0621+AC0-0788,516240,1300.381312195,505.464955863,0.925161561,1317.577322209,1,130,628,178.303809736,513.250435810,100,45
2021011416.jpg+AF8-converted.tif:0603+AC0-0821,479887,1311.450431446,465.904841505,179.439863149,1315.389295988,1,164,595,178.606005199,469.000000000,100,45
2021011417.jpg+AF8-converted.tif:0560+AC0-0764,576802,1428.151145787,514.236268373,0.554217716,1452.489242645,1,39,587,3.354878739,524.987731842,100,45
2021011418.jpg+AF8-converted.tif:0613+AC0-0818,474127,1294.785435864,466.237284499,179.870930532,1300.678284588,1,168,623,178.149549231,468.396081078,100,45
2021011419.jpg+AF8-converted.tif:0606+AC0-0751,504103,1366.484027664,469.704629711,179.910676349,1367.286729256,1,68,604,1.173414430,476.774954981,100,45
2021011420.jpg+AF8-converted.tif:0530+AC0-0788,420028,1280.351710268,417.694806206,179.928992620,1286.176504217,1,146,528,177.549147362,426.000000000,100,45
2021012201.jpg+AF8-converted.tif:0562+AC0-0781,518648,1401.914706466,471.043737791,178.999344885,1406.080011948,1,78,561,0.611240461,475.805614241,100,45
2021012202.jpg+AF8-converted.tif:0626+AC0-0813,505303,1405.137868808,457.870914987,1.532243874,1413.127736618,1,107,632,179.229614857,461.589888991,100,45
2021012203.jpg+AF8-converted.tif:0593+AC0-0773,493980,1336.348571698,470.651807192,0.773097632,1345.966567193,1,101,609,177.828486607,479.294311684,100,45
2021012204.jpg+AF8-converted.tif:0600+AC0-0814,471059,1323.565068967,453.148062582,0.526039339,1336.598668262,1,146,600,1.714930196,461.000000000,100,45
2021012205.jpg+AF8-converted.tif:0568+AC0-0795,455150,1336.928230885,433.467530566,179.758398430,1342.297284509,1,125,560,177.480781283,438.669477695,100,45
2021012206.jpg+AF8-converted.tif:0554+AC0-0814,461922,1325.343821171,443.762099757,179.701601609,1329.216686624,1,150,554,1.034574309,448.870994468,100,45
2021012601.jpg+AF8-converted.tif:0485+AC0-0792,350209,1065.929846211,418.320163665,179.286100139,1079.567505995,1,253,406,178.142122900,426.830283790,100,45
2021012602.jpg+AF8-converted.tif:0576+AC0-0851,364639,1114.351331628,416.630537583,177.596300635,1128.086876087,1,287,570,0.711081320,430.237886113,100,45
2021012603.jpg+AF8-converted.tif:0590+AC0-0850,410249,1146.542643737,455.582923881,179.355242958,1170.750613923,1,266,608,176.866319224,471.579878041,100,45
2021012604.jpg+AF8-converted.tif:0494+AC0-0800,362063,1133.808316982,406.588064650,178.437214714,1138.582012856,1,232,505,176.979277891,419.607183112,100,45
2021012605.jpg+AF8-converted.tif:0640+AC0-0737,399747,1152.434489354,441.650864315,177.237237193,1148.453743082,1,164,638,175.555378443,456.000000000,100,45
2021012606.jpg+AF8-converted.tif:0576+AC0-0769,479273,1292.703499019,472.056691103,0.945260989,1287.641642694,1,126,561,177.106485957,476.804794159,100,45
2021021701.jpg+AF8-converted.tif:0569+AC0-0780,477176,1283.425230146,473.388974073,1.998683604,1312.038109203,1,124,603,179.563302820,486.361238399,100,45
2021021702.jpg+AF8-converted.tif:0558+AC0-0741,430215,1159.964002053,472.227370650,8.198299115,1174.167364561,1,173,714,11.644879766,476.968723824,100,45
2021031801.jpg+AF8-converted.tif:0637+AC0-0819,340518,1150.145400348,376.961889482,179.871605898,1145.698476913,1,247,637,2.000785617,387.000000000,100,45
2021031802.jpg+AF8-converted.tif:0584+AC0-0776,332055,1097.951257029,385.067692505,1.391714076,1097.332219522,1,228,591,178.590087709,396.087439542,100,45
2021031803.jpg+AF8-converted.tif:0528+AC0-0799,374052,1181.140889819,403.218449461,1.835854976,1191.374416378,1,206,584,4.911413832,412.933949995,100,45
2021031804.jpg+AF8-converted.tif:0462+AC0-0797,348126,1202.663586574,368.555092794,0.737031931,1189.203514963,1,203,470,178.939980378,376.615451379,100,45
2021031901.jpg+AF8-converted.tif:0548+AC0-0810,401956,1224.298567610,418.024073525,0.843897955,1220.757551687,1,200,529,2.018605799,427.927764701,100,45
2021031902.jpg+AF8-converted.tif:0588+AC0-0833,425772,1246.911384410,434.762048225,179.502128695,1251.313310087,1,208,582,1.282185463,440.000000000,100,45
2021031903.jpg+AF8-converted.tif:0626+AC0-0883,441596,1223.204955917,459.659264195,178.523478645,1228.739191204,1,270,614,176.173518111,470.000000000,100,45
2021031904.jpg+AF8-converted.tif:0602+AC0-0861,336952,1197.892317028,358.146224814,0.152523577,1180.137280150,1,271,543,179.126064365,360.000000000,100,45
2021031905.jpg+AF8-converted.tif:0546+AC0-0796,427543,1225.457079792,444.213562149,0.280036081,1223.827602238,1,185,536,177.892765765,452.000000000,100,45
2021031906.jpg+AF8-converted.tif:0643+AC0-0776,588085,1414.693932416,529.282737777,32.923925970,1445.763811969,1,150,1046,30.005404237,538.589609513,100,45
2021031907.jpg+AF8-converted.tif:0654+AC0-0768,498663,1337.178007277,474.818945302,32.023716705,1367.483089475,1,175,1037,29.770865776,491.706623149,100,45
2021031908.jpg+AF8-converted.tif:0671+AC0-0776,533619,1434.529461137,473.622069834,32.688471205,1440.043402124,1,149,1048,29.769556480,485.640021795,100,45
2021041601.jpg+AF8-converted.tif:0616+AC0-0819,477233,1386.116153012,438.370136826,0.538493517,1351.402974690,1,144,602,178.600751429,435.156174023,100,45
2021041602.jpg+AF8-converted.tif:0595+AC0-0820,504545,1480.395816721,433.942489463,30.819517460,1458.882449000,1,177,1004,28.093278920,434.158789749,100,45
2021041603.jpg+AF8-converted.tif:0612+AC0-0820,459511,1330.260846796,439.814174679,0.928007446,1327.181976972,1,157,629,2.418294216,447.385030796,100,45
